system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
58	RM_Type_I	GCF_002953575.2_ASM295357v2	GK020_RS04945	shell	Type_I_MTases_FAM_0		2169181	2171466	-	False
58	RM_Type_I	GCF_002953575.2_ASM295357v2	GK020_RS04945	shell	EcoprrI		2169181	2171466	-	False
58	RM_Type_I	GCF_002953575.2_ASM295357v2	GK020_RS04945	shell	Type_I_MTases_FAM_3		2169181	2171466	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		1025163	1027448	+	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		1025163	1027448	+	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	EcoprrI		1025163	1027448	+	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		1028827	1028994	+	True
58	RM_Type_I	GCF_009734145.1_ASM973414v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		1028827	1028994	+	True
58	RM_Type_I	GCF_009734145.1_ASM973414v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		2969350	2972598	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		2969350	2972598	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	EcoprrI		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_03		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_51		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_02		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_06		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_01		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_52		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS14435	cloud	Type_I_S_04		2973641	2975029	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		2975029	2977314	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		2975029	2977314	-	False
58	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS04945	shell	EcoprrI		2975029	2977314	-	False
58	RM_Type_I	GCF_009914395.1_ASM991439v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		666461	668746	+	False
58	RM_Type_I	GCF_009914395.1_ASM991439v1	GK020_RS04945	shell	EcoprrI		666461	668746	+	False
58	RM_Type_I	GCF_009914395.1_ASM991439v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		666461	668746	+	False
58	RM_Type_I	GCF_009914395.1_ASM991439v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		671168	674416	+	False
58	RM_Type_I	GCF_009914395.1_ASM991439v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		671168	674416	+	False
58	RM_Type_I	GCF_010918195.1_ASM1091819v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		236838	239123	+	False
58	RM_Type_I	GCF_010918195.1_ASM1091819v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		236838	239123	+	False
58	RM_Type_I	GCF_010918195.1_ASM1091819v1	GK020_RS04945	shell	EcoprrI		236838	239123	+	False
58	RM_Type_I	GCF_010918195.1_ASM1091819v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		241533	244796	+	False
58	RM_Type_I	GCF_010918195.1_ASM1091819v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		241533	244796	+	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		1975630	1978881	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		1975630	1978881	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09560	cloud	Type_I_REases_FAM_0.einsi_trimmed		1982744	1986025	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09560	cloud	Type_I_REases_FAM_1.einsi_trimmed		1982744	1986025	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	EcoprrI		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_03		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_51		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_02		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_06		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_01		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_52		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09575	cloud	Type_I_S_04		1990001	1991188	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09580	cloud	Type_I_MTases_FAM_0		1991185	1992726	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09580	cloud	Type_I_MTases_FAM_2		1991185	1992726	-	False
58	RM_Type_I	GCF_012278735.1_ASM1227873v1	FK538_RS09580	cloud	Type_I_MTases_FAM_3		1991185	1992726	-	False
58	RM_Type_I	GCF_013378115.1_ASM1337811v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		2137606	2140857	-	False
58	RM_Type_I	GCF_013378115.1_ASM1337811v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		2137606	2140857	-	False
58	RM_Type_I	GCF_013378115.1_ASM1337811v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		2142260	2144545	-	False
58	RM_Type_I	GCF_013378115.1_ASM1337811v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		2142260	2144545	-	False
58	RM_Type_I	GCF_013378115.1_ASM1337811v1	GK020_RS04945	shell	EcoprrI		2142260	2144545	-	False
58	RM_Type_I	GCF_015217905.1_ASM1521790v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		686783	690031	-	False
58	RM_Type_I	GCF_015217905.1_ASM1521790v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		686783	690031	-	False
58	RM_Type_I	GCF_015217905.1_ASM1521790v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		691371	693656	-	False
58	RM_Type_I	GCF_015217905.1_ASM1521790v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		691371	693656	-	False
58	RM_Type_I	GCF_015217905.1_ASM1521790v1	GK020_RS04945	shell	EcoprrI		691371	693656	-	False
58	RM_Type_I	GCF_015218885.1_ASM1521888v1	GK020_RS04945	shell	Type_I_MTases_FAM_3		941819	944104	+	False
58	RM_Type_I	GCF_015218885.1_ASM1521888v1	GK020_RS04945	shell	Type_I_MTases_FAM_0		941819	944104	+	False
58	RM_Type_I	GCF_015218885.1_ASM1521888v1	GK020_RS04945	shell	EcoprrI		941819	944104	+	False
58	RM_Type_I	GCF_015218885.1_ASM1521888v1	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		945495	948746	+	False
58	RM_Type_I	GCF_015218885.1_ASM1521888v1	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		945495	948746	+	False
59	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS11600	cloud	Type_I_MTases_FAM_0		2408954	2410429	-	False
59	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS11600	cloud	Type_I_MTases_FAM_2		2408954	2410429	-	False
59	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS11600	cloud	Type_I_MTases_FAM_1		2408954	2410429	-	False
59	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS11605	cloud	Type_I_REases_FAM_0.einsi_trimmed		2410487	2412865	-	False
59	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS11605	cloud	Type_I_REases_FAM_2.einsi_trimmed		2410487	2412865	-	False
6	Abi2	GCF_010917815.1_ASM1091781v1	FSC02_RS05995	cloud	Abi_2		1248015	1248932	+	False
60	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS08375	cloud	Type_I_MTases_FAM_3		1777347	1779377	+	False
60	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS08375	cloud	Type_I_MTases_FAM_0		1777347	1779377	+	False
60	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS08375	cloud	EcoprrI		1777347	1779377	+	False
60	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS08390	cloud	Type_I_REases_FAM_1.einsi_trimmed		1780969	1784253	+	False
60	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS08390	cloud	Type_I_REases_FAM_0.einsi_trimmed		1780969	1784253	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		142198	143766	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		142198	143766	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		142198	143766	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		146748	149624	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		146748	149624	+	False
61	RM_Type_I	GCF_009296145.1_ASM929614v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		146748	149624	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		144563	146131	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		144563	146131	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		144563	146131	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	EcoprrI		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_03		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_51		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_02		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_06		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_01		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_52		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS00630	cloud	Type_I_S_04		146131	147354	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		148305	151181	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		148305	151181	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		148305	151181	+	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1363224	1364798	-	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1363224	1364798	-	False
61	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1363224	1364798	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1849155	1852034	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1849155	1852034	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1849155	1852034	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08750	cloud	EcoprrI		1852787	1853890	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08750	cloud	Type_I_S_51		1852787	1853890	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08750	cloud	Type_I_S_02		1852787	1853890	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	GA660_RS08750	cloud	Type_I_S_04		1852787	1853890	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1853890	1855458	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1853890	1855458	-	False
61	RM_Type_I	GCF_009914415.1_ASM991441v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1853890	1855458	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1801058	1803937	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1801058	1803937	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1801058	1803937	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08750	cloud	EcoprrI		1804690	1805793	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08750	cloud	Type_I_S_51		1804690	1805793	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08750	cloud	Type_I_S_02		1804690	1805793	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	GA660_RS08750	cloud	Type_I_S_04		1804690	1805793	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1805793	1807361	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1805793	1807361	-	False
61	RM_Type_I	GCF_009914435.1_ASM991443v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1805793	1807361	-	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0	GA693_RS03640	658089	659657	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1	GA693_RS03640	658089	659657	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3	GA693_RS03640	658089	659657	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08750	cloud	EcoprrI	GA693_RS03645	659657	660760	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08750	cloud	Type_I_S_51	GA693_RS03645	659657	660760	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08750	cloud	Type_I_S_02	GA693_RS03645	659657	660760	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08750	cloud	Type_I_S_04	GA693_RS03645	659657	660760	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed	GA693_RS03655	661513	664392	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed	GA693_RS03655	661513	664392	+	False
61	RM_Type_I	GCF_009914475.1_ASM991447v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed	GA693_RS03655	661513	664392	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		133901	135469	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		133901	135469	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		133901	135469	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		137637	140513	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		137637	140513	+	False
61	RM_Type_I	GCF_010917815.1_ASM1091781v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		137637	140513	+	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		2848235	2851111	-	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		2848235	2851111	-	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		2848235	2851111	-	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		2854126	2855694	-	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		2854126	2855694	-	False
61	RM_Type_I	GCF_010918195.1_ASM1091819v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		2854126	2855694	-	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		4032	6908	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		4032	6908	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		4032	6908	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1153155	1154723	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1153155	1154723	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1153155	1154723	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1156870	1159746	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1156870	1159746	+	False
61	RM_Type_I	GCF_012278735.1_ASM1227873v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1156870	1159746	+	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1544958	1547834	-	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1544958	1547834	-	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1544958	1547834	-	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1549804	1551372	-	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1549804	1551372	-	False
61	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1549804	1551372	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		2890328	2893204	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		2890328	2893204	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		2890328	2893204	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		2896241	2897809	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		2896241	2897809	-	False
61	RM_Type_I	GCF_015218885.1_ASM1521888v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		2896241	2897809	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		156912	158480	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		156912	158480	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		156912	158480	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		160648	163524	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		160648	163524	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		160648	163524	+	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		2490604	2493480	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		2490604	2493480	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		2490604	2493480	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		2496541	2498109	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		2496541	2498109	-	False
61	RM_Type_I	GCF_017132735.1_ASM1713273v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		2496541	2498109	-	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1834794	1836362	+	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1834794	1836362	+	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1834794	1836362	+	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1839399	1842275	+	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1839399	1842275	+	False
61	RM_Type_I	GCF_017309425.1_ASM1730942v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1839399	1842275	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	J0W32_RS08625	shell	Type_I_MTases_FAM_0		1795747	1797315	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	J0W32_RS08625	shell	Type_I_MTases_FAM_1		1795747	1797315	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	J0W32_RS08625	shell	Type_I_MTases_FAM_3		1795747	1797315	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	GA660_RS08740	shell	Type_I_REases_FAM_1.einsi_trimmed		1800352	1803228	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	GA660_RS08740	shell	Type_I_REases_FAM_0.einsi_trimmed		1800352	1803228	+	False
61	RM_Type_I	GCF_017309445.1_ASM1730944v1	GA660_RS08740	shell	Type_I_REases_FAM_2.einsi_trimmed		1800352	1803228	+	False
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FSC02_RS12435	cloud	Type_I_REases_FAM_1.einsi_trimmed		2238116	2239822	-	True
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FSC02_RS12435	cloud	Type_I_REases_FAM_0.einsi_trimmed		2238116	2239822	-	True
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FSC02_RS12435	cloud	Type_I_REases_FAM_2.einsi_trimmed		2238116	2239822	-	True
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_0		2242251	2243798	-	False
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_1		2242251	2243798	-	False
62	RM_Type_I	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	EcoprrI		2242251	2243798	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FSC02_RS12435	cloud	Type_I_REases_FAM_1.einsi_trimmed		2530620	2533871	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FSC02_RS12435	cloud	Type_I_REases_FAM_0.einsi_trimmed		2530620	2533871	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FSC02_RS12435	cloud	Type_I_REases_FAM_2.einsi_trimmed		2530620	2533871	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_0		2536143	2537690	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_1		2536143	2537690	-	False
62	RM_Type_I	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	EcoprrI		2536143	2537690	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS12435	cloud	Type_I_REases_FAM_1.einsi_trimmed		2590668	2593904	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS12435	cloud	Type_I_REases_FAM_0.einsi_trimmed		2590668	2593904	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FSC02_RS12435	cloud	Type_I_REases_FAM_2.einsi_trimmed		2590668	2593904	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_0		2596203	2597750	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_1		2596203	2597750	-	False
62	RM_Type_I	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	EcoprrI		2596203	2597750	-	False
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FSC02_RS12435	cloud	Type_I_REases_FAM_1.einsi_trimmed		2622149	2625409	-	False
