PUL_ID,PubMed,Characterization_Method,Genomic_Accession,Nucleotide_Position_Range,Substrate,Loci,Species,Degradation_or_Biosynthesis
PUL0636,33439065,recombinant protein expression,NZ_BLYL01000009.1,-,fructan,JMF79_RS08410-JMF79_RS08440,Coprococcus eutactus JCM 31265/33043,degradation
PUL0637,33439065,recombinant protein expression,NZ_CP022479.1,-,fructan,CG447_RS09250-CG447_RS09270,Faecalibacterium prausnitzii A2165/853,degradation
PUL0638,33439065,recombinant protein expression,NZ_KB290636.1,-,fructan,HMPREF0369_RS01715-HMPREF0369_RS01745,Anaerostipes hadrus DSM 3319/649756,degradation
PUL0639,33439065,recombinant protein expression,NZ_KB290676.1,-,fructan,HMPREF0369_RS08180-HMPREF0369_RS08195,Anaerostipes hadrus DSM 3319/649756,degradation
PUL0640,33439065,recombinant protein expression,NZ_KB290658.1,-,fructan,HMPREF0369_RS06055-HMPREF0369_RS13555,Anaerostipes hadrus DSM 3319/649756,degradation
PUL0641,33439065,recombinant protein expression,NZ_DS499729.1,-,fructan,ANACAC_RS03035-ANACAC_RS03070,Anaerostipes caccae L1-92 DSM 14662/105841,degradation
PUL0642,33439065,recombinant protein expression,NZ_LR027880.1,-,starch,RIL182_RS20205-RIL182_RS20255,Roseburia intestinalis L1-82/166486,degradation
PUL0643,33469030,"enzyme activity assay,liquid chromatography,high-performance anion-exchange chromatography,qRT-PCR,crystallization",NZ_ABJL02000007.1,-,arabinoxylan,BACINT_RS04710-BACINT_RS04765,Bacteroides intestinalis DSM 17393/329854,degradation
PUL0644,33469030,"enzyme activity assay,liquid chromatography,high-performance anion-exchange chromatography,qRT-PCR,crystallization",NZ_EQ973490.1,-,arabinoxylan,BACCELL_RS09475-BACCELL_RS09535,Bacteroides cellulosilyticus DSM 14838/246787,degradation
PUL0645,33469030,"enzyme activity assay,liquid chromatography,high-performance anion-exchange chromatography,qRT-PCR,crystallization",NZ_JH992941.1,-,arabinoxylan,HMPREF9447_RS12390-HMPREF9447_RS12435,Bacteroides oleiciplenus YIT 12058/626931,degradation
PUL0646,33587952,"recombinant protein expression,crystallization,affinity gel electrophoresis,isothermal titration calorimetry (ITC)",NZ_GL882612.1,-,beta-glucan,HMPREF9446_RS02735-HMPREF9446_RS02760,Bacteroides fluxus YIT 12057/626930,degradation
PUL0647,33603728,qPCR,NC_004350.2,-,starch,SMU_1535-SMU_1539,Streptococcus mutans UA159/1309,biosynthesis
PUL0648,33667545,"high-performance anion-exchange chromatography,substrate binding assay,thin-layer chromatography,NMR,mass spectrometry,crystallization",NZ_GL892007.1,-,xylan,HMPREF9456_RS11100-HMPREF9456_RS11280,Dysgonomonas mossii DSM 22836/163665,degradation
PUL0649,-,-,-,-,-,-,-,-
PUL0650,33674431,"enzyme activity assay,high-performance anion-exchange chromatography,recombinant protein expression,NMR,gene deletion mutant and growth assay",NZ_AP022379.1,-,arabinogalactan,BLGA_RS00155-BLGA_RS00185,Bifidobacterium longum JCM 7052/216816,degradation
PUL0651,33691998,"enzyme activity assay,NMR",NZ_KB898707.1,-,agarose,D568_RS0106305-D568_RS0106625,Gilvimarinus chinensis DSM 19667/396005,degradation
PUL0652,-,-,-,-,-,-,-,-
PUL0653,33889146,"gene deletion mutant and growth assay,complementation study,enzyme activity assay,RNA-seq,electrophoretic mobility shift assay",AL645882.2,-,agarose,SCO3471-SCO3487,Streptomyces coelicolor A3(2)/1902,degradation
PUL0654,33912144,sequence homology analysis,NZ_CAJQES010000007.1,-,alginate,KCP55_RS03985-KCP55_RS04175,Maribacter dokdonensis 62-1/320912,degradation
PUL0655,33912144,sequence homology analysis,NZ_CAJQES010000017.1,-,alginate,KCP55_RS09490-KCP55_RS09545,Maribacter dokdonensis 62-1/320912,degradation
PUL0656,-,-,-,-,-,-,-,-
PUL0657,33208778,"recombinant protein expression,NMR",LC529899.1,-,levoglucosan,None,Bacillus smithii S-2701M/1479,degradation
PUL0658,34061597,"qPCR,growth assay",NC_021020.1,-,beta-mannooligosaccharide,FPR_RS08610-FPR_RS08675,Faecalibacterium prausnitzii SL3/3/853,degradation
PUL0659,34061597,"qPCR,growth assay",NC_021020.1,-,beta-mannooligosaccharide,FPR_RS04860-FPR_RS04865,Faecalibacterium prausnitzii SL3/3/853,degradation
PUL0660,-,-,-,-,-,-,-,-
PUL0661,-,-,-,-,-,-,-,-
PUL0662,34339781,"thin-layer chromatography,liquid chromatography and mass spectrometry,qPCR,clone and expression",NZ_DS995531.1,-,beta-mannan,BACDOR_RS18975-BACDOR_RS18935,Phocaeicola dorei DSM 17855/357276,degradation
PUL0663,34340552,"thin-layer chromatography,clone and expression,recombinant protein expression",NZ_DS990123.1,-,arabinogalactan,BACPLE_RS05590-BACPLE_RS05620,Bacteroides plebeius DSM17135/310297,degradation
PUL0664,34340552,"thin-layer chromatography,clone and expression,recombinant protein expression",NZ_DS990119.1,-,arabinogalactan,BACPLE_RS02415-BACPLE_RS02485,Bacteroides plebeius DSM17135/310297,degradation
PUL0665,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,-,pectin,BT_3043-BT_3049,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0666,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,-,pectin,BT_3654-BT_3658,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0667,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,-,pectin,BT_3763-BT_3766,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0668,-,-,-,-,-,-,-,-
PUL0669,34480044,"clone,high-performance anion-exchange chromatography,enzymatic product analysis",NZ_GL622542.1,-,xylan,HMPREF1016_RS10680-HMPREF1016_RS10800,Bacteroides eggerthii 1_2_48FAA/28111,degradation
PUL0670,-,-,-,-,-,-,-,-
PUL0671,34731049,"gene deletion mutant and growth assay,enzyme activity assay,Western Blot,qPCR",NC_008255.1,-,cellulose,CHU_RS04470-CHU_RS04490,Cytophaga hutchinsonii ATCC 33406/985,degradation
PUL0672,-,-,-,-,-,-,-,-
PUL0673,34757822,"NMR,substrate binding assay,liquid chromatography and mass spectrometry",NZ_AP012330.1,-,human milk oligosaccharide,BBPC_RS08935-BBPC_RS08970,Bifidobacterium pseudocatenulatum DSM20438/28026,degradation
PUL0674,31062073,"microarray,enzyme activity assay,high-performance anion-exchange chromatography,mass spectrometry,RNA-seq,affinity gel electrophoresis,carbohydrate binding assay,microscale thermophoresis",NZ_DS264579.1,-,beta-glucan,BACOVA_RS11920-BACOVA_RS25995,Bacteroides ovatus ATCC 8483/28116,degradation
PUL0675,34910566,"recombinant protein expression,enzyme activity assay,liquid chromatography,growth assay",NZ_MWQX02000053.1,-,levoglucosan,B4U61_RS26520-B4U61_RS26540,Klebsiella pneumoniae MEC097/573,degradation
PUL0676,34910566,"recombinant protein expression,enzyme activity assay,liquid chromatography",NZ_MYFP02000002.1,-,levoglucosan,B5M43_RS04125-B5M43_RS04145,Microbacterium MEC084/1963027,degradation
PUL0677,34910566,"recombinant protein expression,enzyme activity assay,liquid chromatography",NZ_MYFN02000025.1,-,levoglucosan,B5M41_RS25470-B5M41_RS25490,Shinella sumterensis MEC087/1967501,degradation
PUL0678,34980384,"RNA-seq,thin-layer chromatography,growth assay",JAHNZS010000006.1,-,inulin,KRR22_04155-KRR22_04175,Lactiplantibacillus plantarum QS7T/1590,degradation
PUL0679,34980384,"RNA-seq,thin-layer chromatography,growth assay",JAHNZS010000043.1,-,inulin,KRR22_13610-KRR22_13640,Lactiplantibacillus plantarum QS7T/1590,degradation
PUL0680,34731054,"gene deletion mutant and growth assay,clone and expression,qRT-PCR,high-performance anion-exchange chromatography,crystallization,recombinant protein expression",NZ_DS362248.1,-,xyloglucan,BACUNI_RS15325-BACUNI_RS15390,Bacteroides uniformis ATCC 8492/820,degradation
PUL0681,35110564,"enzyme activity assay,NMR",JABUTP010000015.1,-,pectic polysaccharide,HUJ91_01905-HUJ91_01950,Bacteroidaceae bacterium/2212467,degradation
PUL0682,35110564,"enzyme activity assay,affinity gel electrophoresis",JABUUE010000008.1,-,xylan,HUK06_02115-HUK06_02125,Bacteroidaceae bacterium/2212467,degradation
PUL0683,35293315,"enzyme activity assay,recombinant protein expression",NC_009004.1,-,nigerooligosaccharide,LLMG_RS09190-LLMG_RS09215,Lactococcus cremoris subsp. cremoris MG1363/1358,degradation
PUL0684,35328813,proteomic analysis,NZ_CP016797.1,-,beta-glucan,AZI09_RS10350-AZI09_RS10360,Levilactobacillus brevis TMW 1.2112/1580,degradation
PUL0685,-,-,-,-,-,-,-,-
PUL0686,35768476,"enzyme activity assay,liquid chromatography and mass spectrometry,substrate degradation assay,assimilation assay",NZ_GG694015.1,-,hyaluronan,HMPREF0444_RS02850-HMPREF0444_RS02930,Granulicatella adiacens ATCC 49175/46124,degradation
PUL0687,27573446,"growth assay,RNA-seq",CP000139.1,-,xylooligosaccharide,None,Bacteroides vulgatus ATCC 8482/821,degradation
PUL0688,34149636,"clone and expression,crystallization,recombinant protein expression,thin-layer chromatography",NC_004663.1,-,galactooligosaccharide,BT_RS15970-BT_RS15995,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0689,37598339,"clone and expression,crystallization,recombinant protein expression,thin-layer chromatography",NC_004663.1,-,galactooligosaccharide,BT_RS14460-BT_RS14505,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0690,39330254,"electrophoretic mobility shift assay,qRT-PCR,gene deletion mutant and growth assay",NC_004663.1,-,raffinose family oligosaccharides,BT_RS09495-BT_RS09530,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0691,36409133,"recombinant protein expression,qRT-PCR",NZ_CP090614.1,-,alginate,LZI70_00740-LZI70_00795,Vibrio pelagius WXL662/28169,degradation
PUL0692,36409133,"recombinant protein expression,qRT-PCR",NZ_CP090615.1,-,alginate,LZI70_17630-LZI70_17755,Vibrio pelagius WXL662/28169,degradation
PUL0693,36409133,"recombinant protein expression,qRT-PCR",NZ_CP090616.1,-,alginate,LZI70_20365-LZI70_20445,Vibrio pelagius WXL662/28169,degradation
PUL0694,34060910,"recombinant protein expression,SDS-PAGE,HPLC",NC_012034,-,xylan,ATHE_RS00855-ATHE_RS00920,Caldicellulosiruptor bescii DSM 6725/31899,degradation
PUL0695,34060910,"recombinant protein expression,SDS-PAGE,HPLC",NC_012034,-,xylan,ATHE_RS03060-ATHE_RS03080,Caldicellulosiruptor bescii DSM 6725/31899,degradation
PUL0696,34060910,"recombinant protein expression,SDS-PAGE,HPLC",NC_012034,-,xylan,ATHE_RS04240-ATHE_RS04290,Caldicellulosiruptor bescii DSM 6725/31899,degradation
PUL0697,34060910,"recombinant protein expression,SDS-PAGE,HPLC",NC_012034,-,xylan,ATHE_RS13755-ATHE_RS13765,Caldicellulosiruptor bescii DSM 6725/31899,degradation
PUL0698,36411326,"clone and expression,high-performance anion-exchange chromatography,crystallization",NZ_JQNJ01000001.1,-,beta-mannan,FG28_RS02275-FG28_RS02380,Muricauda sp. MAR_2010_75/111500,degradation
PUL0699,36557749,"RT-qPCR,high-performance anion-exchange chromatography",NC_015977.1,-,beta-mannan,RHOM_RS11115-RHOM_RS11180,Roseburia hominis A2-183/585394,degradation
PUL0700,36112631,"Enzymatic activity assay,Fluorophore-assisted carbohydrate electrophoresis,Recombinant expression",NC_016610.1,-,glycosaminoglycan,BFO_RS09965-BFO_RS09965,Tannerella forsythia 92A2/203275,degradation
PUL0701,25595763,"qRT-PCR,enzyme activity assay",NC_003919.1,-,xyloglucan,XAC_RS21315-XAC_RS21485,Xanthomonas citri pv. citri str. 306/346,degradation
PUL0702,34193873,"enzyme activity assay,gene deletion mutant and growth assay",NC_003919.1,-,xyloglucan,XAC_RS09010-XAC_RS09040,Xanthomonas citri pv. citri str. 306/346,degradation
PUL0703,37002465,"enzyme activity assay,recombinant protein expression,thin-layer chromatography",NZ_CP098511.1,-,agarose,NBT05_RS08975-NBT05_RS09160,Aquimarina sp. ERC-38/2949996,degradation
PUL0704,37121608,"fluorophore-assisted carbohydrate electrophoresis (FACE),dinitrosalicylic acid-assay (DNS-assay),HPLC,clone and expression",NZ_JPOL01000002.1,-,xylan,P162_RS02310-P162_RS02395,Flavimarina sp. Hel_I_48/1392488,degradation
PUL0705,37121608,"fluorophore-assisted carbohydrate electrophoresis (FACE),dinitrosalicylic acid-assay (DNS-assay),HPLC,clone and expression",NZ_JPOL01000002.1,-,xylan,P162_RS17810-P162_RS04080,Flavimarina sp. Hel_I_48/1392488,degradation
PUL0706,37265394,"RNA-seq,growth assay",NC_008228.1,-,agar,PATL_RS04110-PATL_RS04320,Pseudoalteromonas atlantica T6c/288,degradation
PUL0707,37265394,"RNA-seq,growth assay",NC_008228.1,-,agar,PATL_RS09875-PATL_RS10110,Pseudoalteromonas atlantica T6c/288,degradation
PUL0708,37265394,"RNA-seq,growth assay",NC_008228.1,-,agar,PATL_RS11745-PATL_RS11950,Pseudoalteromonas atlantica T6c/288,degradation
PUL0709,37265394,"RNA-seq,growth assay",NC_008228.1,-,agar,PATL_RS13010-PATL_RS13155,Pseudoalteromonas atlantica T6c/288,degradation
PUL0710,37337046,"RNA-seq,growth assay,liquid chromatography and mass spectrometry,gene mutant,mice colonization with mutant",NC_010655.1,-,mucin,AMUC_RS02970-AMUC_RS11800,Akkermansia muciniphila ATCC BAA-835/239935,degradation
PUL0711,37337046,"RNA-seq,growth assay,liquid chromatography and mass spectrometry,gene mutant,mice colonization with mutant",NC_010655.1,-,mucin,AMUC_RS05890-AMUC_RS05910,Akkermansia muciniphila ATCC BAA-835/239935,degradation
PUL0712,37451376,"growth assay,RNA-seq,qPCR",NC_004663.1,-,pectic polysaccharide,BT_RS16380-BT_RS16435,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0713,37451376,"growth assay,RNA-seq,qPCR",NC_004663.1,-,pectic polysaccharide,BT_RS18030-BT_RS18045,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0714,37500984,"clone and expression,crystallization,isothermal titration calorimetry (ITC),thin-layer chromatography,Western Blot,gene mutant",NZ_CP012938.1,-,starch,Bovatus_RS18560-Bovatus_RS18595,Bacteroides ovatus strain ATCC 8483 /28116,degradation
PUL0715,37540808,"clone and expression,enzyme activity assay,ultra-performance liquid chromatography–mass spectrometry(UPLC-MS)",NZ_CP014224.1,-,alginate,AXE80_RS11190-AXE80_RS11245,Wenyingzhuangia fucanilytica CZ1127/1790137,degradation
PUL0716,37550707,"growth assay,RT-PCR",JAPFGC010000002.1,-,arabinan,OOZ35_13080-OOZ35_13155,Mesoflavibacter profundi MTRN7/2708110,degradation
PUL0717,37598339,"gene mutant,mice colonization with mutant",NC_004663.1,-,raffinose family oligosaccharides,BT_RS15855-BT_RS15875,Bacteroides thetaiotaomicron VPI-5482/818,degradation
PUL0718,37791757,"LC-ESI-MS,enzyme activity assay,recombinant protein expression,enzyme kinetic analysis",NZ_CP113514.1,-,alginate,OU990_RS24725-OU990_RS24780,Bacteroides ovatus strain CP926/28116,degradation
PUL0719,37855631,"RNA-seq,growth assay",NC_003919.1,-,starch,XAC_RS13215-XAC_RS13250,Xanthomonas citri pv. citri str. 306/346,degradation
PUL0720,24385433,"HPAEC-PAD,enzyme kinetic analysis,thin-layer chromatography,recombinant protein expression,gene mutant",NC_015067.1,-,arabinan,BLLJ_RS01065-BLLJ_RS01100,Bifidobacterium longum JCM 1217/216816,degradation
PUL0721,38167825,"RNA-seq,RT-qPCR,gene deletion mutant and growth assay",NZ_CP046176.1,-,human milk oligosaccharide,GKD17_RS15795-GKD17_RS15855,Phocaeicola dorei strain DSM 17855/357276,degradation
PUL0722,38169280,"RNA-seq,mass spectrometry,SDS-PAGE,isothermal titration calorimetry (ITC),high-performance anion-exchange chromatography,enzyme kinetic analysis,thin-layer chromatography",NZ_CP074436.1,-,xylan,JOP69_RS09760-JOP69_RS09905,Polaribacter sp. Q13/2806551,degradation
PUL0723,38179933,"crystallization,high-performance anion-exchange chromatography,enzyme activity assay",NZ_DS995531.1,-,pectin,BACDOR_RS19925-BACDOR_RS19845,Phocaeicola dorei DSM 17855/357276,degradation
PUL0724,38179933,"crystallization,high-performance anion-exchange chromatography,enzyme activity assay",NC_009614.1,-,pectin,BVU_RS00880-BVU_RS00960,Phocaeicola vulgatus ATCC 8482/821,degradation
PUL0725,38180643,"NMR,clone and expression,enzyme kinetic analysis",NZGN01000053.1,-,alpha-glucan,CMH04_05580-CMH04_05620,Marinovum sp./2024839,degradation
PUL0726,35074914,"reducing-sugar assay,NMR,clone and expression,liquid chromatography and mass spectrometry,mass spectrometry",NC_003063.2,-,sulfosugar,ATU_RS15135-ATU_RS15175,Agrobacterium tumefaciens str. C58/1176649,degradation
PUL0727,38203394,"SDS-PAGE,NMR,enzyme activity assay,size-exclusion chromatography (SEC)",NZ_CP014224.1,-,fucoidan,AXE80_RS07320-AXE80_RS07465,Wenyingzhuangia fucanilytica strain CZ1127/1790137,degradation
PUL0728,38299857,"HPAEC-PAD,SDS-PAGE,clone and expression",JABDHV010000033.1,-,human milk oligosaccharide,HHJ01_10845-HHJ01_10930,Akkermansia muciniphila CSUN-19/239935,degradation
PUL0729,38357353,"RT-PCR,gene mutant,enzyme activity assay",NC_020238.1,-,cellobiose,HD73_RS27950-HD73_RS27990,Bacillus thuringiensis serovar kurstaki str. HD73/1428,degradation
PUL0730,38442258,"enzyme activity assay,recombinant protein expression,NMR,HPLC,clone and expression",NC_014934.1,-,carrageenan,CELAL_RS02055-CELAL_RS02135,Cellulophaga algicola DSM 14237/59600,degradation
PUL0731,38442258,"enzyme activity assay,recombinant protein expression,NMR,HPLC,clone and expression",NZ_KI912107.1,-,carrageenan,CYTFE_RS0104030-CYTFE_RS24910,Saccharicrinis fermentans DSM 9555/982,degradation
PUL0732,38442258,"enzyme activity assay,recombinant protein expression,NMR,HPLC,clone and expression",NZ_CP009976.1,-,carrageenan,M666_RS19460-M666_RS19550,Cellulophaga baltica 18/76594,degradation
PUL0733,38442258,"enzyme activity assay,recombinant protein expression,NMR,HPLC,clone and expression",NZ_KB890760.1,-,carrageenan,B050_RS0121320-B050_RS0121395,Echinicola pacifica DSM 19836/346377,degradation
PUL0734,38442258,"enzyme activity assay,recombinant protein expression,NMR,HPLC,clone and expression",NC_015167.1,-,carrageenan,CELLY_RS08985-CELLY_RS09080,Cellulophaga lytica DSM 7489/979,degradation
PUL0735,38542148,"enzyme activity assay,clone and expression,reducing-sugar assay,thin-layer chromatography,SDS-PAGE",NZ_JDUC01000011.1,-,arabinan,OU05_RS07025-OU05_RS07105,Bifidobacterium longum subsp. suis DSM 20211/216816,degradation
PUL0736,38563787,"RNA-seq,RT-qPCR,enzyme activity assay,thin-layer chromatography,Western Blot,recombinant protein expression,DSS-induced mouse colitis model",NZ_GL882595.1,-,alginate,HMPREF9445_RS08890-HMPREF9445_RS08935,Bacteroides clarus YIT 12056/626929,degradation
PUL0737,38569650,"mass spectrometry,SDS-PAGE,growth assay",NZ_VISB01000001.1,-,arabinogalactan,JM81_RS00845-JM81_RS00920,Maribacter sp. MAR_2009_72/1250050,degradation
PUL0738,38569650,"mass spectrometry,SDS-PAGE,growth assay",NZ_VISB01000001.1,-,arabinogalactan,JM81_RS13670-JM81_RS13905,Maribacter sp. MAR_2009_72/1250050,degradation
PUL0739,38569650,"mass spectrometry,SDS-PAGE,growth assay",NZ_VISB01000001.1,-,arabinogalactan,JM81_RS16360-JM81_RS16640,Maribacter sp. MAR_2009_72/1250050,degradation
PUL0740,31489370,"RNA-seq,ion chromatography,HPLC,growth assay",NC_011593.1,-,human milk oligosaccharide,BLON_RS11370-BLON_RS11380,Bifidobacterium longum subsp. infantis ATCC 15697/216816,degradation
PUL0741,32985563,"RNA-seq,ion chromatography,HPLC,growth assay",NC_011593.1,-,human milk oligosaccharide,BLON_RS11945-BLON_RS11970,Bifidobacterium longum subsp. infantis ATCC 15697/216816,degradation
PUL0742,31489370,"gene deletion and growth assay,recombinant protein expression,crystallization,isothermal titration calorimetry (ITC),RNA-seq,ion chromatography,HPLC,growth assay",NC_011593.1,-,human milk oligosaccharide,BLON_RS01780-BLON_RS01805,Bifidobacterium longum subsp. infantis ATCC 15697/216816,degradation
PUL0743,38789996,"gene mutant,SDS-PAGE,Western Blot,recombinant protein expression,thermal shift assay (TSA),isothermal titration calorimetry (ITC),HPAEC-PAD,RT-qPCR,fluorescence measurements",NC_011898.1,-,xylan,CCEL_RS06265-CCEL_RS06325,Ruminiclostridium cellulolyticum H10/1521,degradation
PUL0744,38876592,"RNA-seq,HPLC,gene mutant,differential gene expression",NC_002973.6,-,lactose,LMOF2365_RS13945-LMOF2365_RS13965,Listeria monocytogenes serotype 4b str. F2365/1639,degradation
PUL0745,38890895,"high performance gel permeation chromatography,gas chromatography,RNA-seq,differential gene expression",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS00070-Bovatus_RS00125,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0746,38890895,"high performance gel permeation chromatography,gas chromatography,RNA-seq,differential gene expression",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS01515-Bovatus_RS01545,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0747,38890895,"high performance gel permeation chromatography,gas chromatography,RNA-seq,differential gene expression",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS08285-Bovatus_RS08335,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0748,38930854,"Reducing End Assay,HPAEC-PAD",NZ_CP028092.1,-,glycogen,C1N53_RS10675-C1N53_RS10740,Pontibacter sp. SGAir0037/2571030,degradation
PUL0749,39012103,affinity gel electrophoresis,OZ022674.1,-,beta-glucan,None,uncultured bacterium/77133,degradation
PUL0750,39636128,"RNA-seq,BCA assay,pNP glycoside assay,HPAEC-PAD,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,beta-glucan,NQ544_RS01005-NQ544_RS01055,Segatella copri DSM 18205/165179,degradation
PUL0751,39160293,"SDS-PAGE,enzyme activity assay",NZ_JAEFCJ010000001.1,-,lactose,JDA82_RS18815-JDA82_RS18830,Escherichia coli 8178/562,degradation
PUL0752,39500763,"thin-layer chromatography,HPAEC-PAD,recombinant protein expression,in vitro assimilation",NZ_CP084061.1,-,fructo-disaccharide,LC508_RS12670-LC508_RS12715,Blautia parvula NBRC 113351/2877527,degradation
PUL0753,39500763,in vitro assimilation,NZ_CP022413.2,-,fructo-disaccharide,CGC63_RS02540-CGC63_RS02590,Blautia hansenii DSM 20583/1322,degradation
PUL0754,39500763,in vitro assimilation,NZ_GG657685.1,-,fructo-disaccharide,RUMHYD_RS09740-RUMHYD_RS09780,Blautia hydrogenotrophica DSM 10507/53443,degradation
PUL0755,39500763,in vitro assimilation,NZ_BTHI01000008.1,-,fructo-disaccharide,ACKTSV_RS05520-ACKTSV_RS05580,Blautia wexlerae JCM 35486/418240,degradation
PUL0756,39510934,"RNA-seq,qRT-PCR",NZ_JH815203,-,N-glycan,HMPREF9448_RS01765-HMPREF9448_RS01820,Barnesiella intestinihominis/742726,degradation
PUL0757,39510934,"RNA-seq,qRT-PCR",NZ_JH815204,-,N-glycan,HMPREF9448_RS05240-HMPREF9448_RS05260,Barnesiella intestinihominis/742726,degradation
PUL0758,39510934,"RNA-seq,qRT-PCR",NZ_JH815204,-,N-glycan,HMPREF9448_RS08020-HMPREF9448_RS08030,Barnesiella intestinihominis/742726,degradation
PUL0759,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_01410-NQ544_01420,Segatella copri DSM 18205/537011,degradation
PUL0760,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_02170-NQ544_02200,Segatella copri DSM 18205/537011,degradation
PUL0761,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_12655-NQ544_12700,Segatella copri DSM 18205/537011,degradation
PUL0762,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_13805-NQ544_13845,Segatella copri DSM 18205/537011,degradation
PUL0763,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_13890-NQ544_13915,Segatella copri DSM 18205/537011,degradation
PUL0764,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,Hemicellulose,NQ544_00015-NQ544_00030,Segatella copri DSM 18205/537011,degradation
PUL0765,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,inulin,NQ544_00095-NQ544_00145,Segatella copri DSM 18205/537011,degradation
PUL0766,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,starch,NQ544_10075-NQ544_10095,Segatella copri DSM 18205/537011,degradation
PUL0767,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,pectin,NQ544_01765-NQ544_01835,Segatella copri DSM 18205/537011,degradation
PUL0768,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,pectin,NQ544_12960-NQ544_12990,Segatella copri DSM 18205/537011,degradation
PUL0769,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,pectin,NQ544_10405-NQ544_10445,Segatella copri DSM 18205/537011,degradation
PUL0770,39636128,"RNA-seq,qRT-PCR,gas chromatography,mass spectrometry,thin-layer chromatography",NZ_CP102288.1,-,pectin,NQ544_03475-NQ544_03510,Segatella copri DSM 18205/537011,degradation
PUL0771,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
PUL0772,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
PUL0773,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
PUL0774,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
PUL0775,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
