,PUL_ID,Organism,Substrate,CAZymes,CAZyme_Count,Gene_Count,Size,Verification,CAZyme_GH1,CAZyme_CE2,CAZyme_GH130,CAZyme_GH36,CAZyme_GH113,CAZyme_GH16,CAZyme_GH30,CAZyme_GH43,CAZyme_GH94,CAZyme_GH3,CAZyme_GH53,CAZyme_GH42,CAZyme_GH32,CAZyme_PL8,CAZyme_GH88,CAZyme_GH10,CAZyme_GH39,CAZyme_GH67,CAZyme_GH52,CAZyme_CE4,CAZyme_GH51,CAZyme_GH48,CAZyme_GH8,CAZyme_CBM3,CAZyme_CBM4,CAZyme_GH20,CAZyme_GH9,CAZyme_GH127,CAZyme_PL1,CAZyme_GH105,CAZyme_CBM70,CAZyme_PL12,CAZyme_GH4,CAZyme_GT2,CAZyme_GT4,CAZyme_GT0,CAZyme_GH0,CAZyme_PL5,CAZyme_GH140,CAZyme_CBM13,CAZyme_GH146,CAZyme_GH27,CAZyme_CE7,CAZyme_GH13,CAZyme_PL2,CAZyme_GH5,CAZyme_PL11,CAZyme_GH31,CAZyme_GH97,CAZyme_CBM6,CAZyme_CBM35,CAZyme_GH115,CAZyme_CE6,CAZyme_GH95,CAZyme_GH26,CAZyme_PL6,CAZyme_PL17,CAZyme_GT5,CAZyme_GT35,CAZyme_GH2,CAZyme_GT52,CAZyme_GT25,CAZyme_CBM22,CAZyme_PL9,CAZyme_PL22,CAZyme_CE1,CAZyme_GH62,CAZyme_GH59,CAZyme_PL10,CAZyme_CE8,CAZyme_CE12,CAZyme_CE9,CAZyme_GH92,CAZyme_GH33,CAZyme_GH29,CAZyme_CBM27,CAZyme_CBM67,CAZyme_CBM32,CAZyme_GH163,CAZyme_GH158,CAZyme_CBM14,CAZyme_GH63,CAZyme_PL7,CAZyme_GH28,CAZyme_GT32,CAZyme_GH35,CAZyme_CBM2,CAZyme_PL29,CAZyme_GH150,CAZyme_GH129,CAZyme_GH110,CAZyme_PL15,CAZyme_GH125,CAZyme_GH76,CAZyme_GH99,CAZyme_GH38,CAZyme_GH121,CAZyme_GH18,CAZyme_CBM20,CAZyme_GH15,CAZyme_GH78,CAZyme_GH106,CAZyme_PL26,CAZyme_GH117,CAZyme_GH77,CAZyme_CBM16,CAZyme_GH66,CAZyme_CBM5,CAZyme_GH17,CAZyme_GH149,CAZyme_GH50,CAZyme_GH154,CAZyme_GH86,CAZyme_GT94,CAZyme_GT70,CAZyme_GT26,CAZyme_GH65,CAZyme_CBM34,CAZyme_CBM72,CAZyme_GH98,CAZyme_GT101,CAZyme_GT14,CAZyme_GT8,CAZyme_CE0,CAZyme_GH120,CAZyme_GH147,CAZyme_GH68,CAZyme_PL3,CAZyme_GH44,CAZyme_GT39,CAZyme_CBM66,CAZyme_CBM61,CAZyme_GH73,CAZyme_CE15,CAZyme_GH91,CAZyme_CBM48,CAZyme_GH93,CAZyme_CBM12,CAZyme_GH109,CAZyme_GH89,CAZyme_GT38,CAZyme_GH144,CAZyme_CBM30,CAZyme_GH19,CAZyme_GH96,CAZyme_GH82,CAZyme_CBM26,CAZyme_GH142,CAZyme_GH143,CAZyme_GH139,CAZyme_GH137,CAZyme_GT11,CAZyme_GT46,CAZyme_GT10,CAZyme_GH138,CAZyme_GH141,CAZyme_GH133,CAZyme_GH157,CAZyme_PL0,CAZyme_PL27,CAZyme_GH145,CAZyme_GH84,CAZyme_GH112,CAZyme_GH136,CAZyme_PL38,CAZyme_GH128,CAZyme_GH57,CAZyme_CBM51,CAZyme_GH11,CAZyme_CBM0,CAZyme_CBM38,CAZyme_GH167,CAZyme_CE17,CAZyme_GH3A,CAZyme_GH3B,CAZyme_GH49
510,PUL0513,Bacteroides fragilis,X,"['GT2', 'GT2']",2,16,16144,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PUL0514,Bacteroides fragilis,X,"['GT11', 'GT2', 'GT2', 'GT4']",5,20,22273,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
512,PUL0515,Bacteroides fragilis,X,['GT0'],4,20,20242,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PUL0516,Bacteroides fragilis,X,"['GT4', 'GT4', 'GT2', 'GT4']",5,13,14279,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PUL0517,Bacteroides fragilis,X,"['GT2', 'GT2', 'GT11', 'GT2']",5,19,20372,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
515,PUL0518,Bacteroides fragilis,X,"['GT2', 'GT2', 'GT4', 'GT4']",4,22,24913,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PUL0519,Streptococcus pneumoniae,alpha-glucan,"['GT35', 'GH77']",2,7,9918,gene deletion mutant and growth assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PUL0520,Klebsiella oxytoca,xylan,['GH43'],1,2,3191,"clone and expression,enzyme activity assay",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PUL0521,Bacteroides fragilis,X,"['GT2', 'GT4']",3,23,21112,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PUL0522,Bacteroides fragilis,X,"['GT2', 'GT4', 'GT2', 'GT32', 'GT2', 'GT2']",7,20,18444,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PUL0523,Bacteroides fragilis,X,"['GT4', 'GT4', 'GT4', 'GT26']",5,14,13874,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PUL0524,Bacteroides fragilis,X,"['GT2', 'GT2', 'GT4', 'GT101', 'GT4', 'GT2', 'GT2']",7,13,16749,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PUL0525,Bacteroides fragilis,X,"['GT0', 'GT4', 'GT4', 'GT2']",5,9,10787,"sequence homology analysis,microscopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PUL0526,Bacteroides ovatus,beta-glucan,"['GH30', 'GH3']",2,6,12368,"microarray,qPCR",,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PUL0527,Bacteroides ovatus,beta-glucan,"['GH3', 'GH2', 'GH31', 'GH9', 'GH5', 'GH43', 'GH43', 'GH3']",8,16,33017,"microarray,qPCR",,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PUL0528,Bacteroides ovatus,beta-glucan,"['GH3', 'GH16', 'GH3']",3,7,16892,"microarray,qPCR",,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PUL0529,Bacteroides ovatus,pectin,"['GH105', 'CE8', 'CE12', 'PL1', 'PL1', 'PL1', 'CE8', 'PL1', 'PL1', 'CE8', 'GH28', 'GH3', 'GH43']",13,27,55952,"microarray,qPCR",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PUL0530,Bacteroides thetaiotaomicron,pectin,"['PL1', 'GH2', 'GH139', 'GH106', 'GH2', 'GH2', 'GH137', 'GH138', 'GH78', 'GH141', 'GH127', 'GH95', 'GH105', 'GH140', 'GH78', 'GH28', 'GH78', 'GH143', 'GH43', 'PL1']",21,54,103597,"microarray,qPCR",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
528,PUL0531,Serratia marcescens,chitin,['GH1'],1,5,4894,"clone and expression,enzyme activity assay",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PUL0532,Bacteroides cellulosilyticus,arabinogalactan,"['GH51', 'GH43', 'GH43', 'GH146', 'GH51']",5,17,29155,RNA-Seq,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PUL0533,Bacteroides cellulosilyticus,xylan,"['GH115', 'GH10', 'GH30']",3,9,21794,RNA-Seq,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PUL0534,Bacteroides cellulosilyticus,pectin,"['GH133', 'GH13', 'GH2', 'GH53', 'GH147']",5,9,20029,RNA-Seq,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
532,PUL0535,Bacteroides cellulosilyticus,arabinogalactan,"['GH16', 'GH16']",2,9,19457,RNA-Seq,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PUL0536,Bacteroides cellulosilyticus,host glycan,['GH2'],1,6,10438,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PUL0537,Bacteroides cellulosilyticus,beta-glucan,"['GH3', 'GH3', 'GH157']",3,7,16054,RNA-Seq,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
535,PUL0538,Bacteroides cellulosilyticus,beta-mannan,"['GH130', 'GH26', 'GH26', 'GH5', 'GH5', 'CE7', 'GH3']",7,15,23949,RNA-Seq,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PUL0539,Bacteroides cellulosilyticus,pectin,"['PL1', 'GH28', 'GH105', 'GH28', 'PL11', 'GH106', 'GH105']",7,16,26406,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PUL0540,Bacteroides cellulosilyticus,alpha-glucan,"['GH97', 'GH13', 'GH13']",3,6,11929,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PUL0541,Bacteroides cellulosilyticus,host glycan,['PL8'],1,5,13749,RNA-Seq,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PUL0542,Geobacillus stearothermophilus,xylan,"['CE4', 'GH52', 'GH10', 'GH67', 'GH39', 'GH43']",6,30,38002,substrate binding assay,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PUL0543,Bacteroides cellulosilyticus,beta-glucan,"['GH30', 'GH2', 'GH88']",3,6,13401,RNA-Seq,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PUL0544,Bacteroides cellulosilyticus,X,['GH2'],3,9,15992,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PUL0545,Bacteroides cellulosilyticus,arabinogalactan,"['GH43', 'GH3', 'GH43', 'GH9', 'GH43', 'CE1']",5,10,20880,RNA-Seq,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PUL0546,Bacteroides cellulosilyticus,arabinogalactan,"['GH2', 'GH30', 'GH51']",4,8,20663,RNA-Seq,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PUL0547,Bacteroides cellulosilyticus,beta-mannan,"['GH130', 'GH26', 'GH2', 'GH3']",4,11,18853,RNA-Seq,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PUL0548,Bacteroides cellulosilyticus,pectin,"['GH28', 'GH92', 'GH92']",3,7,12504,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PUL0549,Bacteroides cellulosilyticus,pectin,['GH140'],1,6,14291,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PUL0550,Bacteroides cellulosilyticus,host glycan,"['CE8', 'CE8', 'GH3']",3,7,17433,RNA-Seq,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PUL0551,Bacteroides cellulosilyticus,beta-glucan,"['GH16', 'GH3']",2,6,11483,RNA-Seq,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PUL0552,Bacteroides cellulosilyticus,arabinogalactan,"['PL1', 'GH43', 'GH142', 'GH78']",4,7,14850,RNA-Seq,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PUL0553,Bacteroides xylanisolvens,xylan,"['GH43', 'CBM6', 'GH43', 'GH31', 'GH97', 'CBM66', 'GH43', 'CBM4', 'GH5', 'CE1', 'CBM6', 'GH95', 'GH115']",13,21,43219,"RT-PCR,qPCR",,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PUL0554,Bacteroides cellulosilyticus,alpha-glucan,"['GH66', 'GH31', 'GH97']",3,6,12584,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PUL0555,Bacteroides fragilis,host glycan,"['GH154', 'GH2', 'GH20', 'GH88', 'PL0']",5,9,16568,"gene deletion mutant and growth assay,qRT-PCR,microarray,enzyme activity assay",,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
553,PUL0556,Bacteroides fragilis,host glycan,['GH18'],1,7,10218,"gene deletion mutant and growth assay,qRT-PCR,microarray,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PUL0557,Bacteroides thetaiotaomicron,alpha-mannan,"['GH97', 'GH67', 'GH76', 'GH92', 'GH76', 'GH125']",6,13,25280,gene deletion mutant and growth assay,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PUL0558,Bacteroides thetaiotaomicron,pectin,"['GH2', 'GH139', 'GH106', 'GH2', 'GH2', 'GH2', 'GH138', 'GH78', 'GH141', 'GH127', 'GH95', 'GH105', 'GH140', 'CBM67', 'GH28', 'CBM67', 'GH142', 'GH43', 'CE8']",20,50,97626,"gene deletion mutant and growth assay,growth assay,enzyme activity assay",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
