PULID,PMID,verification_final,genomic_accession_number,nucleotide_position_range,substrate_final,gene_locus_tags_or_modular,old_other_gene_locus_tags_or_modules,organism_name,ncbi_species_tax_id,degradation_biosynthesis,cazy_diamond_eval,dbcan_hmmer_eval,hotpep_hits,tp_eval,num_cgcs,cazymes_predicted_dbCAN2,num_cazymes,num_genes,cazymes_predicted_dbcan,
PUL0319,28983288,microarray,FP476056.1,3465709-3473860,carrageenan,ZOBELLIA_2985-ZOBELLIA_2988,,Zobellia galactanivorans,63186,degradation,default,default,default,default,0,yes,1,4,GH5_42|GH5,
PUL0320,29475869+29588665,"liquid chromatography and mass spectrometry,mass spectrometry,target decoy database analysis",CP001393.1,1929397-1982736,glucan,Athe_1853-Athe_1871,,Caldicellulosiruptor bescii,31899,degradation,default,default,default,default,0,yes,9,19,"CE12|PL11|CBM3,PL3_1|CBM66|PL3,PL9_1|PL9|CBM66,CBM22|GH10|GH48|CBM3,GH44|GH5|CBM3|GH5_8,GH48|GH74|CBM3,GT39,GH5|GH9|CBM3|GH5_8,GH5_1|CBM3|GH5_8,GH9|GH48|CBM3",
PUL0321,19233952,"enzyme activity assay,transposon mutagenesis",NC_007946.1,1676979-1683154,beta-glucoside,bgcAHIFER,,Escherichia coli,562,degradation,default,default,default,default,1,yes,1,6,GH1,
PUL0322,29475869,liquid chromatography and mass spectrometry,LACM01000001.1,2094992-2154688,glucan,Wai35_2039-Wai35_2061,,Caldicellulosiruptor danielii,1387557,degradation,default,default,default,default,0,yes,11,20,"CBM3|PL11|CE12,PL3_1|CBM66|PL3,CBM66|PL9|PL9_1,CBM66|PL9|PL9_1,CBM66|PL9|PL9_1,CBM3|GH74|GH48,GT39,CBM3|GH9|GH5|GH5_8,GH5_1|GH10|GH5|CBM22|CBM3,GH48|GH10|GH12|CBM22|CBM3,CBM3|GH5|GH44|GH5_8,CBM3|GH9|GH48",
PUL0323,28617843,"fitness contribution assay,insertion sequencing",NZ_CP034484.1,3496872-3504872,galactan,ganB- ganA- ganQ- ganP- ganS- ganR,EJJ34_18635-EJJ34_18660,Bacillus subtilis subsp. subtilis,135461,degradation,default,default,default,default,1,yes,2,6,"CBM61|GH53,GH42",
PUL0324,28536292,"RT-PCR,enzyme activity assay",CP018923.1,923669-944634,capsule polysaccharide,BVG96_04495-BVG96_04575,,Serratia marcescens,615,biosynthesis,default,default,default,default,1,yes,2,17,"GT4,GT4",
PUL0325,28461332,"RT-PCR,enzyme activity assay",AE015928.1,4246707-4258987,beta-glucan,BT_3309-BT_3314,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,6,"GH30|GH30_3,GH3",
PUL0326,28461332,"gene deletion mutant and growth assay,enzyme activity assay,thin layer chromatography",DS264584.1,82516-94883,beta-glucan,BACOVA_RS10410- BACOVA_00946,BACOVA_00941-BACOVA_00946,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,2,13,GH73,
PUL0327,28455338+32680872,"microarray,gas chromatography and mass spectrometry,gene deletion mutant and growth assay,complementation study",NZ_CAWH010000143.1,18754-27639,maltodextrin,mmgt-gmdH-mmdH-mdxE-mdxF-mdxG,,Enterococcus faecalis,1351,degradation,default,default,default,default,1,yes,3,6,GH13|CBM34|GH13_20,
PUL0328,28261179,"microarray,gas chromatography and mass spectrometry",CP016359.1,364304-380160,xylan,GRFL_0296-GRFL_0304,,Gramella flava,1486245,degradation,default,default,default,default,1,yes,4,10,"GH127|CBM13,GH43|GH43_26,GH2,GH5|GH5_13",
PUL0329,28261179,"microarray,gas chromatography and mass spectrometry",CP016359.1,398120-434831,xylan,GRFL_0317-GRFL_0341,,Gramella flava,1486245,degradation,default,default,default,default,1,yes,7,25,"GH43_10|GH43|CBM22,GH43|GH43_12,GH43|GH43_1,GH3,GH67,GH10,GH115,CE15",
PUL0330,28261179,"fosmid library screen,enzyme activity assay,thin layer chromatography",CP016359.1,2419903-2461893,pectin,GRFL_2155-GRFL_2182,,Gramella flava,1486245,degradation,default,default,default,default,1,yes,11,28,"CE8,PL9_1,GH28,GH105,GH43_10,GH28|PL9_1,CE12,CE8|CE10,CE12,PL10_1",
PUL0331,18487409,carbon utilization assay,NC_006840.2,662465-667978,cellobiose,celCBGKAI,,Aliivibrio fischeri,668,degradation,default,default,default,default,1,yes,1,6,GH1,
PUL0332,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674122,387-30039,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56247.1-SIP56265.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,9,19,"GH5|GH5_2,GH5_7|GH5,CE7,GH2,GH94,GH97,GH127,GH127",
PUL0333,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674123,51-34440,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56266.1-SIP56287.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,3,22,"GH9,GH31,GH9",
PUL0334,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674124,1-40228,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56288.1-SIP56310.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,5,23,"GH9,GH31,GH9,GH9,CE4",
PUL0335,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674125,126-38827,"xylan,beta-glucan,lichenan",SIP56311.1-SIP56341.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,4,31,"GH13,GH97,GH3,GH158,GH16",
PUL0336,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674126,646-31612,"xylan,beta-glucan,lichenan",SIP56342.1-SIP56366.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,3,25,"GH3,GH158,GH16",
PUL0337,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674127,155-35766,"xylan,beta-glucan,lichenan",SIP56367.1-SIP56395.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,3,29,"GH16,GH158,GH3",
PUL0338,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674128,328-43016,"xylan,beta-glucan,lichenan",SIP56396.1-SIP56429.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,4,34,"GH16,GH158,GH3,GH97",
PUL0339,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674129,20-37156,"xylan,beta-glucan,lichenan",SIP56430.1-SIP56453.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,4,24,"GH97,GH3,GH16,GH20",
PUL0340,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674130,36-29087,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56454.1-SIP56490.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,1,37,GH5_2|GH5,
PUL0341,28091525,"fosmid library screen,enzyme activity assay,thin layer chromatography",LT674131,1-35638,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56491.1-SIP56533.1,,uncultured bacterium,77133,degradation,default,default,default,default,2,yes,3,43,"GH32,GH91,GH5|GH5_2",
PUL0342,19304844,"enzyme activity assay,gene deletion mutant and growth assay",NC_014033.1,3346598-3359433,xylan,PRU_RS13995-PRU_RS14015,,Prevotella ruminicola,839,degradation,default,default,default,default,0,yes,3,5,"GH10|CE1|CBM22,GH95,GH3",
PUL0343,28091525,"gene deletion mutant and growth assay,enzyme activity assay,Western Blot,isothermal titration calorimetry",LT674132,107-30768,"carboxymethylcellulose,xylan,beta-glucan,lichenan",SIP56534.1-SIP56572.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,1,39,GH5|GH5_2,
PUL0344,27933102+32792608,"gene deletion mutant and growth assay,protein structure characterization",CP000685.1,5499208-5523115,chitin,Fjoh_4555-Fjoh_4565,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,3,11,"GH18,GH20,GH18",
PUL0345,27681607,"qRT-PCR,enzyme activity assay",ABJL02000008.1,2468545-2529030,xylan,BACINT_04193-BACINT_04223,,Bacteroides intestinalis,329854,degradation,default,default,default,default,1,yes,13,31,"CBM4|GH10,GH35,GH43_12|GH43|GH10,GH43_1|GH43,GH67,GH8,CE6|GH95,CE0|CE1,GH5|GH5_21,GH10|CBM0,GH115",
PUL0346,27573446,gene deletion mutant and growth assay,HE717017.1,1-22889,xylooligosaccharide,CCG34969.1-CCG34983.1,,uncultured bacterium,77133,degradation,default,default,default,default,1,yes,5,15,"GH43|GH43_29,GH43|GH43_12,GH43|GH43_1,GH10,GH16",
PUL0347,24581150,"gene deletion mutant and growth assay,RT-PCR",CP006712.1,1904821-1922254,sorbitol,B7017_1838-B7017-1850,,Bifidobacterium breve,1685,degradation ,default,default,default,default,1,yes,1,13,CBM48|GH13_11,
PUL0348,22449996,enzyme activity assay,AP006841.1,2022215-2049211,sialoglycoconjugate,BF1729-BF1741,,Bacteroides fragilis,817,degradation ,default,default,default,default,1,yes,1,13,"GH33,GH20,GH2,CBM32|GH20,GH20,GH92,GH2,GH2",
PUL0349,22230464,microarray,NC_013192.1,1609965-1613940,sucrose,LEBU_RS07530-LEBU_RS07540,,Leptotrichia buccalis,40542,degradation ,default,default,default,default,1,yes,8,3,GH4,
PUL0350,16968696,microarray,AE015928.1,1663708-1685198,capsule polysaccharide,BT_1338-BT_1358,,Bacteroides thetaiotaomicron,818,biosynthesis,default,default,default,default,1,yes,3,21,"GT4,GT2,GT4,GT2",
PUL0351,1435727,enzyme activity assay,X81461.2,3171-8055,sucrose,cscRAKB,,Escherichia coli,562,degradation,default,default,default,default,1,yes,1,4,GH32,
PUL0352,16968696,microarray,AE015928.1,1987600-1998053,"arabinan,xylan,levan,pectin,rhamnogalacturonan",BT_1617-BT_1622,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,1,6,GH20,
PUL0353,16968696+32060313,"microarray,enzyme activity assay,strcutural analysis,clone and expression",AE015928.1,5185604-5202908,"arabinan,xylan,levan,pectin,rhamnogalacturonan",BT_3983-BT_3993,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,11,"GH0,GH92,GH92",
PUL0354,16968696,microarray,AE015928.1,3611934-3629267,"lactose,host glycan",BT_2892-BT_2899,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,8,"GH93|GH0,GH43_31|GH43,GH43_31",
PUL0355,16968696,microarray,AE015928.1,3852033-3868605,"lactose,host glycan",BT_3043-BT_3049,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,1,8,"GH30_4|GH30,GH18",
PUL0356,16968696,microarray,AE015928.1,6174951-6185842,"lactose,host glycan",BT_4705-BT_4712,,Bacteroides thetaiotaomicron,818,degradation,1E-75,1E-10,3,default,1,yes,1,9,GH18,
PUL0357,16968696,microarray,AE015928.1,1061861-1068345,"arabinan,xylan,levan,pectin,rhamnogalacturonan",BT_0865-BT_0867,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,1,3,CBM32,
PUL0358,16968696,microarray,AE015928.1,4732770-4741173,"lactose,host glycan",BT_3654-BT_3657,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,0,yes,4,4,"CBM32|GH35,GH43_19|GH43,GH43_9|GH43_19|GH43,GH51",
PUL0359,16968696,microarray,AE015928.1,4751337-4757726,"lactose,host glycan",BT_3663-BT_3667,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,0,yes,3,5,"GH43_10,GH97,GH29",
PUL0360,16968696,gene deletion mutant and growth assay,AE015928.1,6116237-6126321,"lactose,host glycan",BT_4667-BT_4672,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,6,"GH2,GH53",
PUL0361,10972187,enzyme activity assay,CP007013.1,997862-1008239,"starch,maltodextrin",THEMA_05005-THEMA_05030,,Thermotoga maritima,2336,degradation,default,default,default,default,1,yes,3,6,"GH13_20|CBM34|GH13,GH4",
PUL0362,17311090,enzyme activity assay,AE008922.1,3996974-4004221,sucrose,XCC3356-XCC3359,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,1,4,GH13_4,
PUL0363,17311090,enzyme activity assay,AE008922.1,150292-155526,pectin,XCC0120-XCC0122,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,1,3,"CE8,PL10|PL10_1",
PUL0364,17311090,enzyme activity assay,AE008922.1,4895164-4909294,xylan,XCC4115-XCC4122,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,4,8,"CBM22|GH10,GH2,GH10,GH43_1",
PUL0365,17311090,RT-PCR,AE008922.1,2926204-2941997,maltodextrin,XCC2464-XCC2471,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,4,8,"GH13|GH13_2,GH97",
PUL0366,10931310,RT-PCR,AF228498.1,33-11506,"N-acetyl-D-galactosamine,d-galactosamine",agaR-kbaZ-agaVWEFAS-kbaY-agaBCDEI,,Escherichia coli,562,degradation,default,default,default,default,1,yes,1,13,CE9,
PUL0367,18539808,mass spectrometry,AE014295.3,1171511-1175802,galactooligosaccharide,BL0259-BL0261,,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,1,3,GH42,
PUL0368,19033196,"microarray,Western Blot",CP001095.1,2595574-2636747,human milk oligosaccharide,Blon_2332-Blon_2361,,Bifidobacterium longum subsp. infantis,1682,degradation,default,default,default,default,1,yes,4,30,"GH2,GH95,GH29,GH33,GH20",
PUL0369,19416976,RT-PCR,NC_004368.1,1953787-1964447,"unsaturated hyaluronate disaccharide,chondroitin disaccharide",GBS_RS09830-GBS_RS09880,gbs1886-gbs1896,Streptococcus agalactiae NEM316,211110,degradation,default,default,default,default,1,yes,1,11,GH88,
PUL0370,19628558,RT-PCR,AP009044.1,3017544-3021779,beta-glucoside,Cgr_2727-Cgr_2729,,Corynebacterium glutamicum,1718,degradation,default,default,default,default,1,yes,1,3,GH1,
PUL0371,11489857,enzyme activity assay,AB034969.2,247-8393,cyclomaltodextrin,cgtBACDE,,Thermococcus sp. B1001,91619,degradation,default,default,default,default,1,yes,1,5,CBM34|GH13|GH13_20,
PUL0372,19628558,enzyme activity assay,AP009044.1,2877504-2881918,beta-glucoside,Cgr_2608-Cgr_2610,,Corynebacterium glutamicum,1718,degradation,default,default,default,default,1,yes,1,3,GH1,
PUL0373,19734309,enzyme activity assay,CP002038.1,406834-413500,sucrose,scrKYABR,,Dickeya dadantii,204038,degradation,default,default,default,default,1,yes,1,5,GH32,
PUL0374,19734309,"microarray,qPCR",CP002038.1,1781030-1785659,melibiose,rafRAB,,Dickeya dadantii,204038,degradation,default,default,default,default,1,yes,1,3,GH36,
PUL0375,18996345,"microarray,qPCR",AE015928.1,3254829-3288563,alpha-mannan,BT_2615-BT_2633,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,5,19,"GH97,GH67,GH76,GH92,GH76,GH125",
PUL0376,18996345,"microarray,qPCR",AE015928.1,3502745-3522095,"mucin,O-glycan",BT_2818-BT_2826,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,9,"GH16,GH18",
PUL0377,18996345,"microarray,qPCR",AE015928.1,4269304-4322090,glycosaminoglycan,BT_3324-BT_3350,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,27,"PL8_2|PL8,PL29,GH2,GH88,PL8_2",
PUL0378,18996345,"microarray,qPCR",AE015928.1,4893415-4928241,alpha-mannan,BT_3773-BT_3792,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,5,20,"GH92,CBM32|GH38,GT32,GT32,GH130,GH125,GH76,GH92,GH76",
PUL0379,18996345,"microarray,qPCR",AE015928.1,5012915-5031551,alpha-mannan,BT_3853-BT_3862,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,10,"GH92,GH99",
PUL0380,18996345,"microarray,qPCR",AE015928.1,5185604-5205167,"mucin,O-glycan",BT_3983-BT_3994,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,12,"GH0,GH92,GH92,GH92",
PUL0381,14983042,"microarray,gene deletion mutant and growth assay",NC_002505.1,1355388-1361117,chitin,VC1280-VC1286,,Vibrio cholerae,666,degradation,default,default,default,default,1,yes,1,6,"CBM12|CE4,GH4",
PUL0382,18996345,"microarray,qPCR",AE015928.1,5582952-5601271,"mucin,O-glycan",BT_4240-BT_4250,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,1,11,"GH2,GH109",
PUL0383,18996345,"microarray,qPCR",AE015928.1,5739541-5749363,"mucin,O-glycan",BT_4355-BT_4359,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,1,5,GH89,
PUL0384,18996345,"microarray,qPCR",AE015928.1,6085860-6111470,glycosaminoglycan,BT_4652-BT_4663,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,12,"PL15_2|PL15,PL12|PL12_2,GH88,PL12_2",
PUL0385,20013800,"ion trap liquid chromatography,mass spectrometry,target decoy database analysis,high performance anion exchange chromatography",NC_011898.1,838275-864108,cellulose,CCEL_RS03695-CCEL_RS03750 ,Ccel_0728-Ccel_0740,Ruminiclostridium cellulolyticum,1521,degradation,default,default,default,default,0,yes,10,12,"GH48,GH8,GH9|CBM3,CBM4|GH9|CBM30,GH9|CBM3,GH9|CBM3,GH5_17,GH9,PL11_1|PL11,GH5_1",
PUL0386,20013800,"ion trap liquid chromatography,mass spectrometry,target decoy database analysis,high performance anion exchange chromatography",NC_011898.1,1505662-1529139,hemicellulose,CCEL_RS06160-CCEL_RS06210,Ccel_1229-Ccel_1239,Ruminiclostridium cellulolyticum,1521,degradation,default,default,default,default,0,yes,11,11,"GH43|CBM6|GH43_16,GH10|CBM6,GH43_29|GH43|CBM6,CE1|CBM6,GH43_10|CBM6,GH62|CBM6,GH43_29|GH43|CBM6,GH146|CBM22,GH27|CBM6,GH59|CBM6,GH2|CBM6",
PUL0387,20081036,"gene deletion mutant and growth assay,qRT-PCR,GlcNAc phosphorylation assays",NC_003902.1,4057997-4068416,N-acetylglucosamine,XCC3408-XCC3414,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,1,7,CE9,
PUL0388,20501518,"sugar utilization assay,NMR",LS483455.1,1712292-1722235,O-antigen,,,Salmonella enterica,28901,biosynthesis,default,default,default,default,0,yes,4,9,"GT4,GT4,GT2",
PUL0389,20501518,"sugar utilization assay,NMR",GU299798,1102-9919,O-antigen,,,Escherichia coli,562,biosynthesis,default,default,default,default,0,yes,4,8,"GT4,GT4,GT2",
PUL0390,21255309,enzyme activity assay,NC_000853.1,51632-81458,acetylated glucuronoxylan,TM0055-TM0077,,Thermotoga maritima,2336,degradation,default,default,default,default,1,yes,5,24,"GH67,GH10|CBM22|CBM9,CBM22|GH10,GH3,CE7",
PUL0391,21227922,microarray,CP001393.1 ,1929397-1974000,"cellulose,xylan,xyloglucan,pectin,mannan",Athe_1853-Athe_1867,,Caldicellulosiruptor bescii,31899,degradation,default,default,default,default,0,yes,10,15,"PL11|CBM35|GH12|CBM3|CBM2|CE12,PL3_1|PL3|CBM66,PL9_1|CBM35|CBM66|PL9,CBM22|GH12|CBM0|CBM3|CBM2|CBM1|GH48|GH10|CBM9,GH44|CBM35|GH12|CBM44|CBM3|CBM2|CBM76|CBM10|GH5|GH5_8,CBM35|GH12|CBM5|CBM3|CBM2|GH74|CBM1|GH48,GT39,CBM3|GH9|GH5_8,CBM3|GH5_1|GH5_8,CBM3|GH48|GH9",
PUL0392,27142817,"RT-PCR,qPCR",FP929033.1,5671246-5693505,xylan,BXY_46530-BXY_46630,,Bacteroides xylanisolvens,371601,degradation,default,default,default,default,1,yes,3,8,"GH67,GH13_14",
PUL0393,20686828,"enzyme activity assay,analysis of reaction products",AB516430,932-22419,galactan,BAK08901.1-BAK08910.1,,Microbulbifer thermotolerans,252514,degradation,default,default,default,default,1,yes,1,10,"GH86|CBM6,GH16|CBM6",
PUL0394,20679207,microarray,GU591787.1,20-7392,"fructan,inulin",ADF57363.1-ADF57368.1,,Roseburia inulinivorans,360807,degradation,default,default,default,default,1,yes,1,6,GH32,
PUL0395,21460081,"isothermal calorimetric titration,electrophoretic mobility shift assay,Northern Blot",DQ868502,1562-38010,"arabinose,arabinan",ACE73663.1-ACE73687.1,,Geobacillus stearothermophilus,1422,degradation,default,default,default,default,1,yes,5,25,"GH43|GH43_5,GH43|GH43_4|CBM54,GH51,GH51,GH127",
PUL0396,21478317,gene deletion mutant and growth assay,AM260479.1,327968-338299,N-acetylglucosamine,H16_A0310-H16_A0316,,Cupriavidus necator,106590,degradation,default,default,default,default,1,yes,1,7,CE9,
PUL0397,21762219,gene deletion mutant and growth assay,CP002113.1,931942-940427,N-acetylglucosamine,Ccan_08700–Ccan_08740,,Capnocytophaga canimorsus,28188,degradation ,1E-10,0.1,2,default,1,yes,1,5,GH18,
PUL0398,21762219,gene deletion mutant and growth assay,CP002113.1,1883302-1900134,N-acetylglucosamine,Ccan_17420-Ccan_17500,,Capnocytophaga canimorsus,28188,degradation ,default,default,default,default,1,yes,1,9,GH2,
PUL0399,22006318,microarray,CP000033.3,1437361-1453914,beta-galactooligosaccharide,LBA1457-LBA1469,,Lactobacillus acidophilus,1579,degradation ,default,default,default,default,1,yes,2,12,"GH42,GH2",
PUL0400,25847866+30116038,"RT-qPCR,RNA-Seq",CABDWQ010000001.1,1088947-1111260,alginate,ALT831_00941-ALT831_00954,,Alteromonas macleodii,28108,degradation,default,default,default,default,1,yes,5,14,"PL6_1|PL6,PL17|PL17_2,CBM32|PL7_5,PL6_3,PL7_5",
PUL0401,30116038,RNA-Seq,CABDWQ010000001.1,4308631-4326179,laminarin,ALT831_03772-ALT831_03780,,Alteromonas macleodii,28108,degradation,default,default,default,default,1,yes,3,9,"CBM4|GH16,GH3",
PUL0402,11282589,"Northern Blot,enzyme activity assay",AP012281,1563593-1571798,"xylan,xylose",lilo_1425-lilo_1430,,Lactococcus lactis subsp. lactis IO-1,1046624,degradation,default,default,default,default,1,yes,1,6,GH43_11|GH43,
PUL0403,30116038,RNA-Seq,CABDWQ010000001.1,4637792-4645257,laminarin,ALT831_04037-ALT831_04040,,Alteromonas macleodii,28108,degradation,default,default,default,default,1,yes,1,4,GH1,
PUL0404,30116038,RNA-Seq,CABDWQ010000001.1,2755697-2777573,pectin,ALT831_02415-ALT831_02432,,Alteromonas macleodii,28108,degradation,default,default,default,default,1,yes,4,18,"CE12,GH105,GH28,CE8",
PUL0405,30116038,RNA-Seq,CABDWQ010000001.1,4433602-4444984,pectin,ALT831_03876-ALT831_03879,,Alteromonas macleodii,28108,degradation,default,default,default,default,0,yes,2,4,"PL1|PL1_2,PL1_5|CE8",
PUL0406,30315317,high performance anion exchange chromatography,NZ_PXJC01000002.1,246468-268868,beta-glucan,DCP27_RS03160-DCP27_RS03265,,Coprothermobacter proteolyticus,35786,degradation,default,default,default,default,1,yes,3,20,"GH16,GH3,GH18",
PUL0407,9066115,"primer extension analysis,enzyme activity assay",EU670680.1,425-5007,lactose,lacTEGF,,Lactobacillus casei,1582,degradation,default,default,default,default,1,yes,1,4,GH1,
PUL0408,24217874,"enzyme activity assay,thin layer chromatography",CR626927.1,944105-949034,beta-mannan,BF9343_0736-BF9343_0739,,Bacteroides fragilis,817,degradation,default,default,default,default,1,yes,2,4,"GH26,GH130",
PUL0409,21545489,RT-qPCR,MG739441.1,1-15991,polysialic acid,AUT31362.1-AUT31375.1,,Escherichia coli,562, biosynthesis ,default,default,default,default,1,yes,1,14,GT38,
PUL0410,21545489,RT-qPCR,AOMX01000002.1,934681-941265,sialic acid,H260_21035-H260_21065,,Escherichia coli,562,degradation,1E-10,0.1,2,default,1,yes,1,7,GH33,
PUL0411,7487028,enzyme activity assay,Z49241.1,141-2293,xylan,XynAB,,Prevotella bryantii,77095,degradation,default,default,default,default,0,yes,2,2,"GH10,GH43_1",
PUL0412,12795379,"clone and expression,enzyme activity assay",AF417111,170-3605,polygalacturonic acid,pheC-euxT,,Ralstonia solanacearum,305,degradation,default,default,default,default,1,yes,1,2,GH28,
PUL0413,30116044,"enzyme activity assay,reducing-sugar assay",JQ844187.1,25-31062,cellobiose,AGS52250.1-AGS52280.1,,uncultured bacterium contig00059,1181542,degradation,default,default,default,default,1,yes,1,31,GH44,
PUL0414,30116044,"enzyme activity assay,thin layer chromatography",JN903693.1,25-31062,xylan,AFK83720.1-AFK83745.1,,uncultured bacterium 35A20,1194347,degradation,default,default,default,default,1,yes,7,28,"GH10,GH10",
PUL0415,22205877,microarray,AAXF02000034.1,53978-62950,"xylan,glucomannan,plant polysaccharide",BACOVA_00557-BACOVA_00560,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,2,4,"GH20,GH20",
PUL0416,22205877,microarray,AAXF02000045.1,159078-179453,plant polysaccharide,BACOVA_01792-BACOVA_01803,,Bacteroides ovatus,28116,degradation,1E-25,0.0001,default,default,1,yes,1,12,CE6|GH105|GH151,
PUL0417,22205877,microarray,AAXF02000045.1,182417-201731,plant polysaccharide,BACOVA_01807-BACOVA_01819,,Bacteroides ovatus,28116,degradation,1E-25,0.0001,default,default,1,yes,1,13,CE6|GH105,
PUL0418,22205877,microarray,AAXF02000047.1,50166-64939,plant polysaccharide,BACOVA_02051-BACOVA_02059,,Bacteroides ovatus,28116,degradation,1E-75,1E-10,3,default,1,yes,2,9,"CE1,CE1",
PUL0419,22205877,microarray,AAXF02000049.1,5637-24413,plant polysaccharide,BACOVA_02626-BACOVA_02636,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,5,11,"GH5|GH5_2,GH5_5,GH2,GH5|GH5_5,GH140,GH130,CBM67|GH78",
PUL0420,22205877,microarray,AAXF02000051.1,82282-90818,plant polysaccharide,BACOVA_03379-BACOVA_03382,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,1,4,"GH144,GH3",
PUL0421,22205877,microarray,AAXF02000051.1,282755-296970,starch,BACOVA_03514-BACOVA_03520,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,3,7,"GH13|GH13_10,GH97,GH13",
PUL0422,22205877,microarray,AAXF02000051.1,328985-336294,host glycan,BACOVA_03556-BACOVA_03559,,Bacteroides ovatus,28116,degradation,1E-25,0.0001,default,default,1,yes,1,4,GH18,
PUL0423,10960102,"clone and expression,enzyme activity assay",AF039487,471-4846,cellobiose,cbpA-gghA-amyB,,Thermotoga neapolitana,2337,degradation,default,default,default,default,1,yes,2,3,GH94,
PUL0424,22205877,microarray,AAXF02000052.1,427830-453092,host glycan,BACOVA_04094-BACOVA_04111,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,1,18,"GH18,GH163,GH130,GH92",
PUL0425,22205877,microarray,AAXF02000053.1,430410-446578,"fructan,inulin",BACOVA_04497-BACOVA_04507,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,4,11,"GH32,GH91,GH91,GH32",
PUL0426,22205877,microarray,AAXF02000054.1,154068-176391,"mucin,O-glycan",BACOVA_04799-BACOVA_04811,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,5,13,"GH0,GH92,GH92",
PUL0427,22205877,microarray,AAXF02000054.1,993485-1003801,plant polysaccharide,BACOVA_05488-BACOVA_05493,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,2,6,"GH53,GH147",
PUL0428,8809760,"transposon mutagenesis,growth assay",U43366.1,38-4188,exopolysaccharide,IcaRADBC,,Staphylococcus epidermidis,1282,biosynthesis,default,default,default,default,1,yes,1,5,CE4,
