Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
L0P38_RS22380	-	GT4(185-346)	GT4_e1477	GT4	3
L0P38_RS22410	-	GT2(5-170)	GT2	GT2	3
L0P38_RS22420	-	GT4(187-332)	GT4_e881	GT4	3
L0P38_RS22435	2.4.1.69:2	GT11(1-297)	GT11_e39	GT11	3
L0P38_RS22480	-	GT2(9-158)	GT2	GT2	3
L0P38_RS22485	-	GT4(190-334)	GT4_e2413	-	2
L0P38_RS22490	-	GT4(157-299)	GT4_e3187	GT4	3
L0P67_RS25335	-	GT4(178-322)	GT4_e4001	GT4	3
L5B68_RS17670	-	CBM62(378-467)	CBM62_e11	CBM62	3
LI035_RS22855	3.2.1.25:4	GH2(24-776)	GH2_e80	GH2+3.2.1.25	3
LI279_RS06835	-	GH108(9-99)	GH108_e40	GH108	3
LI279_RS07290	3.2.1.3:2|3.2.1.20:2	GH97(8-697)	GH97_e22	GH97	3
LI279_RS07295	-	GH31_15(213-647)	GH31_e65	GH31_15	3
LI279_RS07300	-	GH27(183-470)	GH27_e22	GH27	3
LI279_RS14875	-	GH73(12-144)	GH73_e221	GH73	3
LI279_RS17945	-	GT4(197-344)	GT4_e1604	GT4	3
LI279_RS17950	2.4.1.-:1	GT2(11-180)	GT2	GT2	3
LI279_RS17960	-	GT8(3-249)	GT8_e228	GT8	3
LI279_RS17980	-	CE4(41-205)	CE4_e247	-	2
LI279_RS18000	-	GT4(173-322)	GT4_e4050	GT4	3
LI279_RS18025	-	GT26(52-217)	GT26_e4	GT26	3
LI279_RS19855	-	GT2(5-95)	GT2	GT2	3
LI279_RS19860	-	GT2(7-137)	GT2	GT2	3
LI279_RS21420	-	GH16_3(360-609)	-	-	1
LI279_RS22585	-	GT4(204-350)	GT4_e2365	GT4	3
LI279_RS22595	-	GT2(4-131)	GT2	GT2	3
LI308_RS28475	-	GT2(1-75)	GT2	-	2
NCZ39_RS08525	-	GT4(183-346)	GT4_e1477	GT4	3
NCZ39_RS08550	-	GT4(193-336)	GT4_e588	GT4	3
NCZ39_RS25440	-	GH106(53-782)	GH106_e35	GH106	3
NE467_RS24875	-	AA6(1-72)	AA6_e2	-	2
NXU88_RS04450	-	GT4(226-357)	GT4_e3606	GT4	3
NXU88_RS05415	3.2.1.63:5|3.2.1.51:1	GH95(72-810)	GH95_e0	GH95	3
NXU88_RS08380	-|3.2.1.40:2	CBM67(29-211)+GH78(273-719)	CBM67_e26+GH78_e30	CBM67+GH78	3
NXU88_RS11850	-	GH30_2(56-492)	GH30_e11	GH30_2	3
NXU88_RS11900	-|-	GH43_10(41-308)+CBM91(338-524)	GH43_e43+CBM91_e38	CBM91+GH43_10	3
NXU88_RS11910	3.2.1.55:5	GH51_2(190-642)	GH51_e47	GH51	3
NXU88_RS11915	3.2.1.40:1|-	CBM67(356-529)+GH78(572-1118)	CBM67_e28+GH78_e85	GH78	3
NXU88_RS17280	-	GT4(161-314)	GT4_e2936	-	2
NXU88_RS17310	-	GT4(207-354)	GT4_e4053	GT4	3
NXV24_RS19505	-	GT2(5-114)	GT2	-	2
NXV50_RS07725	3.2.1.39:1	GH16_3(136-364)	GH16_e240	GH16_3	3
NXV61_RS10040	-	GH26(44-350)	GH26_e35	GH26	3
NXV61_RS14310	-	GH51_2(239-841)	GH51_e27	GH51_2	3
NXV61_RS14315	-	GH30_2(53-474)	GH30_e66	GH30_2	3
NXV61_RS24830	-	GT4(181-307)	GT4_e3009	GT4	3
NXV79_RS14020	-	GT4(221-346)	GT4_e593	GT4	3
NXW07_RS17420	-	GT2(15-149)	GT2	GT2	3
NXW11_RS05895	3.2.1.-:2	GH92(225-738)	GH92_e30	GH92	3
NXW11_RS05930	3.2.1.197:4	GH130_3(52-363)	GH130_e20	GH130	3
NXW15_RS04090	-	GT4(214-362)	GT4_e3606	GT4	3
NXW18_RS01105	-	CE1(89-333)	CE1_e22	-	2
NXW18_RS15295	2.4.1.17:2	GT70(6-258)	GT70_e0	GT0	3
NXW18_RS15300	-	GT4(172-328)	GT4_e3200	-	2
NXW18_RS15315	-	GT4(149-297)	GT4_e2230	GT4	3
NXW18_RS17365	-	GT4(207-353)	GT4_e3066	-	2
NXW18_RS17495	2.4.1.18:166|2.4.1.18:50	GH13_8(220-511)	CBM48_e32+GH13_e20	GH13_8	3
NXW18_RS19255	-	GT4(203-352)	GT4_e1165	GT4	3
NXW18_RS19265	-	GT4(206-358)	GT4_e1235	GT4	3
NXW18_RS19270	-	GT101(57-280)	GT101_e12	GT101	3
NXW18_RS19275	-	GT4(204-353)	GT4_e1252	GT4	3
NXW42_RS00185	-	GH73(14-144)	GH73_e221	GH73	3
NXW42_RS13820	-	GT2(8-171)	GT2	GT2	3
NXW47_RS15710	-	GT4(193-320)	GT4_e1767	-	2
NXW47_RS15715	-	GT2(5-168)	GT2	GT2	3
NXW47_RS15720	-	CE4(56-178)	CE4_e87	-	2
NXW65_RS14740	-	GT4(206-352)	GT4_e4053	-	2
NXW82_RS06050	3.2.1.22:1	GH27(223-462)	GH27_e2	GH27	3
NXW82_RS13780	-	GT4(192-334)	GT4_e3412	GT4	3
NXW82_RS15450	-	GT4(183-335)	GT4_e3584	GT4	3
NXW82_RS16655	-	GT4(185-328)	GT4_e2608	GT4	3
NXW82_RS26990	-	GH177(4-275)	-	-	1
NXW86_RS08600	2.4.1.-:1	GT2(11-137)	GT2	GT2	3
NXW86_RS08605	-	GT2(8-108)	GT2	GT2	3
NXW86_RS08615	-	GT32(50-129)	GT32_e102	-	2
NXW86_RS08620	-	GT2(5-145)	GT2	GT2	3
NXW86_RS08625	-	GT8(6-251)	GT8_e199	GT8	3
NXW86_RS08635	-	GT14(6-230)	GT14_e45	GT14	3
NXW86_RS08645	-	GT14(4-92)	-	-	1
NXW86_RS24275	-	GT2(5-165)	GT2	GT2	3
NXX00_RS04955	3.2.1.22:2	GH110(33-571)	GH110_e10	GH110	3
NXX05_RS04670	-	GH97(15-664)	GH97_e33	GH97	3
NXX05_RS22570	3.2.1.52:18|3.2.1.-:1	GH20(155-509)	GH20_e12	GH20	3
NXX05_RS22575	3.2.1.21:4	GH3(112-339)	GH3_e208	GH3	3
NXX05_RS22580	-	GH28(203-484)	GH28_e37	GH28	3
NXX05_RS22585	3.2.1.52:18|3.2.1.-:1	GH20(126-497)	GH20_e12	GH20	3
NXX05_RS22590	-	GH28(473-754)	GH28_e23	GH28	3
NXX21_RS09065	4.2.2.2:3	PL1_2(68-151)	PL1_e60	PL1_2	3
NXX22_RS00475	-	CE1(9-178)	CE1_e22	-	2
NXX22_RS00555	-	GH73(12-143)	GH73_e221	GH73	3
NXX31_RS03500	-	GT2(4-134)	GT2	GT2	3
NXX31_RS03510	-	GT4(189-334)	GT4_e1117	GT4	3
NXX31_RS03520	-	GT4(196-341)	GT4_e812	GT4	3
NXX31_RS03530	2.4.1.-:1	GT2(10-133)	GT2	-	2
NXX31_RS03535	-	GT2(6-159)	GT2	GT2	3
NXX31_RS16200	-	GT4(202-315)	GT4_e3458	GT4	3
NXX31_RS16205	-	GT4(184-335)	GT4_e633	GT4	3
NXX31_RS16215	-	GT32(98-172)	GT32_e51	GT32	3
NXX31_RS16220	-	GT2(3-151)	GT2	GT2	3
NXX31_RS16230	-	GT4(208-344)	GT4_e3332	GT4	3
NXX31_RS16235	-	GT4(213-352)	GT4_e3680	GT4	3
NXX31_RS16255	-	GT26(54-223)	GT26_e39	GT26	3
NXX32_RS03415	-	GT4(187-341)	GT4_e3479	GT4	3
NXX32_RS03425	-	GT4(198-348)	GT4_e408	GT4	3
NXX32_RS09825	4.2.2.23:2	PL9(20-436)	PL9_e24	PL9_1	3
NXX32_RS09880	-	CE12(176-380)	CE12_e37	CE12	3
NXX32_RS10370	-	GT4(225-376)	GT4_e1861	GT4	3
NXX32_RS10460	-	GH57(20-327)	GH57_e10	GH57	3
NXX32_RS12190	-|-	CE4(425-553)	GT4_e3513+CE4_e274	CE4+GT4	3
NXX32_RS14020	-	GH97(9-643)	GH97_e20	GH97	3
NXX32_RS17880	-	GT4(190-333)	GT4_e224	GT4	3
NXX32_RS17930	-	CE4(101-225)	CE4_e274	-	2
NXX32_RS20885	-	GT2(7-133)	GT2	GT2	3
NXX32_RS23610	-	GT4(206-355)	GT4_e1235	GT4	3
NXX32_RS23620	-	GT4(208-354)	GT4_e1077	GT4	3
NXX32_RS23625	-	GT2(42-147)	GT2	GT2	3
NXX32_RS24260	-	GT2(17-167)	GT2	GT2	3
NXX32_RS24265	-	GT4(175-326)	GT4_e2205	GT4	3
NXX32_RS24275	-	GT4(177-329)	GT4_e1250	-	2
NXX51_RS13835	-	GH33(1014-1373)	GH33_e126	CBM40+GH33	3
NXX51_RS13840	3.2.1.52:1	GH20(149-423)	GH20_e112	GH20	3
NXX57_RS13250	-	GT2(84-296)	GT2	GT2	3
NXX57_RS20330	-	GT4(213-363)	GT4_e1212	GT4	3
NXX57_RS20340	-	GT4(197-346)	GT4_e1165	GT4	3
NXX57_RS20345	-	GT2(2-163)	GT2	GT2	3
NXX57_RS20370	-	GT4(186-325)	GT4_e2413	GT4	3
NXX57_RS20390	-	GT4(187-335)	GT4_e1935	GT4	3
NXX62_RS24690	-	GT2(1-107)	GT2	GT2	3
NXX62_RS24700	-	GT4(154-309)	GT4_e3049	-	2
NXX62_RS24705	-	GT4(3-123)	GT4_e3956	-	2
NXX62_RS24725	-	GT32(20-94)	GT32_e190	-	2
NXX94_RS09580	-|-	GH43_8(27-303)	GH43_e300+CBM91_e43	GH43_8	3
NXY13_RS17600	3.2.1.-:1	GH163(197-451)	GH163_e7	GH163+3.2.1.-	3
NXY23_RS10005	-	GT4(198-305)	GT4_e3427	GT4	3
NXY23_RS10030	-	GT4(189-336)	GT4_e823	GT4	3
NXY23_RS10050	2.4.1.69:1	GT11(2-297)	GT11_e51	GT11	3
NXY23_RS19420	-	GT4(198-340)	GT4_e3072	GT4	3
NXY23_RS19430	2.4.1.-:1	GT2(7-139)	GT2	GT2	3
NXY23_RS19435	-	GT2(7-104)	GT2	GT2	3
NXY45_RS00815	-	GH28(196-443)	GH28_e57	GH28	3
NXY45_RS06640	3.2.1.18:6	CBM93(23-172)+GH33(193-530)	GH33_e121	CBM93+GH33	3
NXY45_RS06645	3.2.1.52:1	GH20(142-413)	GH20_e112	GH20	3
NXY45_RS06655	-	CE20(299-579)	CE20_e16	CE20	3
NXY45_RS06705	3.2.1.103:1	GH16_3(51-274)	GH16_e72	GH16_3	3
NXY45_RS06710	3.2.1.52:18|3.2.1.-:1	GH20(163-510)	GH20_e12	GH20	3
NXY45_RS06720	3.2.1.23:3	GH35(32-353)	GH35_e43	GH35	3
NXY45_RS11850	-	GH73(14-146)	GH73_e221	GH73	3
NXY45_RS14150	-	GT4(212-360)	GT4_e1604	GT4	3
NXY45_RS14170	-	GT4(179-330)	GT4_e719	GT4	3
NXY45_RS14175	-	GT4(182-332)	GT4_e1735	GT4	3
NXY45_RS17855	-	GT4(189-343)	GT4_e4026	GT4	3
NXY45_RS17875	-	GT2(5-137)	GT2	GT2	3
NXY45_RS17890	-	GT4(227-381)	GT4_e1043	GT4	3
NXY45_RS18970	-	GT2(10-144)	GT2	GT2	3
NXY45_RS18975	-	GT25(2-175)	GT25_e69	GT25	3
PG790_RS05475	3.2.1.52:18|3.2.1.-:1	GH20(163-503)	GH20_e12	GH20	3
PG790_RS05565	-	GH154(31-388)	GH154_e2	GH154	3
PG790_RS05570	-	PL8_3(346-597)	PL8_e42	PL8_3	3
PG790_RS05575	-	GH105(36-354)	GH105_e29	GH105	3
PG790_RS05580	3.2.1.51:2	GH29(46-379)	GH29_e8	GH29	3
PG790_RS05585	3.2.1.63:5|3.2.1.51:1	GH95(95-756)	GH95_e0	GH95	3
PG790_RS05620	-	GH16_3(61-295)	GH16_e266	-	2
PG790_RS05625	3.2.1.-:3	GH88(62-404)	GH88_e11	GH88	3
PG790_RS05630	-	GH2(69-972)	GH2_e30	GH2	3
PG790_RS11440	-	GT4(206-340)	GT4_e999	GT4	3
PG790_RS14570	-	GT4(189-341)	GT4_e1935	GT4	3
PG790_RS14575	-	GT4(186-329)	GT4_e1919	GT4	3
PG790_RS14580	-	GT2(3-114)	GT2	GT2	3
PG790_RS14590	-	GT4(218-364)	GT4_e2394	GT4	3
PGU41_RS08430	3.2.1.88:1	GH27(196-432)	GH27_e28	GH27	3
PGU41_RS08440	3.2.1.55:3|3.2.1.-:2|3.2.1.55:1	GH43_19(93-332)+GH43_29(360-634)	GH43_e159+GH43_e22	GH43_19+GH43_29	3
PGU41_RS08445	3.2.1.177:4	GH31_4(220-711)	GH31_e94	GH31	3
PGU41_RS08465	3.2.1.185:1	GH127(20-551)	GH127_e4	GH127	3
PGU41_RS08470	-	GH115(20-655)	GH115_e6	GH115	3
PGW79_RS13345	-	GT4(228-388)	GT4_e1043	GT4	3
PGW79_RS13355	-	GT4(170-340)	GT4_e319	GT4	3
PGW79_RS13360	-	GT4(166-316)	GT4_e1825	GT4	3
PGW79_RS15635	-	GH159(30-265)	GH159_e7	-	2
PGW79_RS15680	-	GH128(78-295)	GH128_e44	-	2
PGW79_RS15685	-|-	GH16_3(20-269)+GH43_24(301-593)	GH16_e326+GH43_e236	GH16_3+GH43_24	3
PGW79_RS15690	-	GH136(25-545)	GH136_e43	GH136	3
PGW79_RS15700	3.2.1.23:2	GH2(19-616)	GH2_e127	GH2	3
PGW79_RS15715	-	GH2(1-488)	GH2_e30	GH2	3
PGW79_RS15810	-|-	GH2(70-1006)+CBM32(1216-1342)	GH2_e89+CBM32_e167	GH2	3
PGW79_RS15875	-	GH109(61-472)	GH109_e5	GH109	3
PGW79_RS22370	-	GH2(50-483)	GH2_e14	GH2	3
PGW79_RS22610	-	GH28(70-436)	GH28_e44	GH28	3
PGW79_RS22645	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(35-682)	GH67_e0	GH67	3
PGW79_RS22650	-	GH76(60-375)	GH76_e20	GH76	3
PGW79_RS22680	-	GH115(37-637)	GH115_e5	GH0	3
PO033_RS01000	3.2.1.-:1	GH115(24-777)	GH115_e4	GH115	3
PO033_RS01005	-	GH2(3-635)	GH2_e31	CE20+GH2	3
PO033_RS01380	2.4.1.281:5	GH130_1(51-362)	GH130_e6	GH130	3
PO033_RS01385	-	GH30_6(58-508)	GH30_e7	GH30_6	3
PO033_RS01855	-	GT2(6-132)	GT2	GT2	3
PO033_RS01945	-|-	GT4(461-609)	GT32_e151+GT4_e1314	GT32+GT4	3
PO033_RS07555	-	GT2(10-146)	GT2	-	2
PO033_RS07585	-	CE4(20-121)	CE4_e140	-	2
PO033_RS07590	-	GT4(177-326)	GT4_e1150	-	2
PO033_RS08995	-	CBM32(243-362)	CBM32_e75	CBM32	3
PO033_RS11455	-	GT2(5-130)	GT2	GT2	3
PO033_RS13340	-	GH18(69-247)	GH18_e46	GH18	3
PO033_RS16140	-|-	GH43_34(34-310)	GH43_e138+CBM32_e137	GH43	3
PO033_RS16580	-	GT2(9-151)	GT2	GT2	3
PO033_RS16590	-	GT4(200-340)	GT4_e3628	-	2
PO033_RS21495	-	GT2(15-133)	GT2	GT2	3
PO033_RS21525	-	GT2(5-134)	GT2	GT2	3
PO033_RS21530	-	GT4(182-327)	GT4_e85	GT4	3
PO033_RS21540	-	GT2(3-135)	GT2	GT2	3
PO033_RS21570	-	GT4(222-374)	GT4_e2293	GT4	3
PO033_RS22220	-	GT2(8-121)	GT2	GT2	3
PO033_RS22225	-	GT2(8-137)	GT2	GT2	3
PO033_RS22230	-	GT2(10-153)	GT2	GT2	3
PO033_RS22235	-	GT4(198-348)	GT4_e1826	GT4	3
PO035_RS07385	-	GT2(9-163)	GT2	GT2	3
PO035_RS10935	4.2.2.-:2|3.2.1.-:2	PL42(34-326)	PL42_e0	PL42	3
PO035_RS16950	-	GT4(214-357)	GT4_e994	GT4	3
PO035_RS22510	-	GT2(4-175)	GT2	GT2	3
PO035_RS22530	-	GT4(222-344)	GT4_e2282	GT4	3
PO035_RS22535	-	GT2(5-135)	GT2	GT2	3
PO035_RS22540	-	GT2(5-138)	GT2	GT2	3
PO035_RS25315	-	GH73(12-144)	GH73_e221	GH73	3
PO055_RS01190	-	GH33(48-343)	GH33_e86	GH33	3
PO055_RS01195	-	PL1_2(93-285)	PL1_e38	PL1_2	3
PO055_RS01205	-	PL1_2(82-271)	PL1_e38	PL1_2	3
PO055_RS01215	-	GH105(50-390)	GH105_e22	GH105	3
PO055_RS01220	-	GH28(57-439)	GH28_e80	GH28	3
PO058_RS03780	-|-	GH43_34(33-308)+CBM32(341-454)	GH43_e270+CBM32_e8	CBM32+GH43_34	3
PO059_RS04805	-	GH117(221-381)	GH117_e0	GH117	3
PO059_RS14770	-	GH2(51-493)	GH2_e14	GH2	3
PO059_RS14775	-	GH78(56-549)	GH78_e14	GH78	3
PO059_RS14780	3.2.1.21:12|3.2.1.-:6	GH3(54-262)	GH3_e10	GH3	3
PO059_RS14785	-	GH106(335-1065)	GH106_e46	GH106	3
PO059_RS14790	-	CE20(103-363)	CE20_e33	CE20	3
PO059_RS14795	3.2.1.40:1|3.2.1.40:1|3.2.1.-:1	CBM67(150-331)+GH78(353-871)	CBM67_e28+GH78_e2	GH78	3
PO059_RS14800	3.2.1.21:20|3.2.1.-:6	GH3(100-321)	GH3_e1	GH3	3
PO059_RS14840	3.2.1.23:2|3.2.1.23:3	GH2(37-677)	GH2_e127+GH2_e16	GH2	3
PO059_RS14845	-	GH127(39-549)	GH127_e1	GH127	3
PO060_RS03270	-	GH97(28-644)	GH97_e24	GH97	3
PO060_RS04405	-	GT4(228-387)	GT4_e1043	GT4	3
PO060_RS04425	-	GT2(5-138)	GT2	-	2
PO060_RS13070	-	GT2(5-132)	GT2	GT2	3
PO060_RS24240	-	CE20(103-362)	CE20_e34	CE20	3
PO060_RS24970	3.2.1.177:1	GH31_4(382-849)	GH31_e66	GH31	3
PO065_RS03235	-	GT2(8-122)	GT2	GT2	3
PO065_RS07775	-	GH93(102-372)	-	-	1
PO065_RS08080	3.2.1.23:2	GH2(19-720)	GH2_e127	GH2	3
PO065_RS08085	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(62-304)	GH3_e0	GH3	3
PO065_RS08095	3.2.1.-:2	GH92(224-736)	GH92_e30	GH92	3
PO065_RS14625	-	GH43_24(46-302)	GH43_e269	GH43_24	3
PO065_RS18595	-	CE12(25-231)	CE12_e30	CE12+CE6	3
PO065_RS21125	-	GT4(191-334)	GT4_e1496	GT4	3
PO068_RS11440	-	GH109(53-457)	GH109_e5	GH109	3
PO068_RS13995	-	GT4(224-385)	GT4_e1566	-	2
PO068_RS14045	-	GT4(209-356)	GT4_e1452	-	2
PO068_RS14055	-	GT2(4-121)	GT2	GT2	3
PO069_RS21410	3.2.1.52:18|3.2.1.-:1	GH20(140-488)	GH20_e12	GH20	3
PO071_RS14185	-	GT4(185-346)	GT4_e1477	GT4	3
PO073_RS02170	-	GT4(182-326)	GT4_e4050	GT4	3
PO073_RS03165	-	GT2(10-135)	GT2	GT2+GT4	3
PO073_RS03170	-	GT4(187-328)	GT4_e2174	GT2+GT4	3
PO073_RS11340	-	GH73(13-145)	GH73_e221	GH73	3
PO073_RS21950	-	GH73(12-144)	GH73_e221	GH73	3
PO073_RS25010	-	GT4(210-328)	GT4_e1531	-	2
PO073_RS25015	-	GT11(3-272)	GT11_e41	-	2
PO073_RS25120	-	GH15(220-582)	GH15_e39	GH15	3
PO073_RS25125	2.4.1.15:96	GT20(2-458)	GT20_e1	GT20	3
PO077_RS22910	3.2.1.4:17|3.2.1.-:3|3.2.1.151:2	GH9(113-567)	GH9_e26	GH9	3
PO077_RS22915	-	GH30(279-621)	-	GH0	2
PO077_RS22925	-	GH9(406-778)	-	GH0	2
PO077_RS22950	-	CE4(22-140)	CE4_e140	CE4	3
PO078_RS00515	-	GH106(327-1033)	GH106_e46	GH106	3
PO078_RS00525	3.2.1.-:2	GH127(297-529)	GH127_e5	-	2
PO078_RS00560	-	GH127(316-550)	GH127_e1	CBM66	3
PO078_RS04480	3.2.1.55:3	GH43_19(76-317)	GH43_e159	GH43_19	3
PO078_RS16420	3.2.1.37:1	GH30_2(55-462)	GH30_e60	GH30_2	3
PO078_RS16645	-	GT4(176-325)	GT4_e1162	GT4	3
PO078_RS21640	-	GT4(184-318)	GT4_e1781	-	2
PO078_RS21645	-	GT4(180-324)	GT4_e2704	GT4	3
PO078_RS22105	-	GT4(176-329)	GT4_e1077	-	2
PO078_RS22110	-	GT2(5-135)	GT2	-	2
PO107_RS18330	-|-	GH2(14-795)	GH2_e53+CBM32_e28	CBM32+GH2	3
PO108_RS13155	-	GT4(147-290)	GT4_e3855	GT0	3
PO108_RS13230	4.2.2.7:1|4.2.2.8:1	PL12_2(423-557)	PL12_e7	PL12_2	3
PO108_RS22750	-	GT8(34-285)	GT8_e199	GT8	3
PO113_RS26110	3.2.1.100:2|3.2.1.-:1	GH26(5-184)	GH26_e61	GH26	3
PO113_RS26215	-	GT2(11-97)	GT2	-	2
PO113_RS26225	-	GH154(2-363)	GH154_e2	GH154	3
PO114_RS02190	3.2.1.-:1	GH115(24-775)	GH115_e4	GH115	3
PO114_RS02195	-	GH2(12-549)	GH2_e31	GH2	3
PO114_RS02200	-	GH30_2(59-502)	GH30_e11	GH30_2	3
PO114_RS02205	-|3.2.1.55:2|-	GH28(43-383)+GH43_9(465-737)	GH28_e132+GH43_e194+CBM91_e0	GH28+GH43_9	3
PO114_RS02230	3.2.1.67:1	GH28(76-438)	GH28_e133	GH28	3
PO114_RS02235	3.2.1.23:2	GH2(23-538)	GH2_e127	GH2	3
PO114_RS02265	4.2.2.-:3	PL27(72-698)	PL27_e0	PL27	3
PO114_RS14645	-	GT2(7-170)	GT2	GT2	3
PO114_RS14660	-	GT4(189-335)	GT4_e1559	GT4	3
PO114_RS14665	-	GT4(188-316)	GT4_e1829	GT0	3
PO114_RS14670	-	PL12(308-437)	PL12_e38	PL12	3
PO115_RS01630	3.2.1.22:2	GH36(25-712)	GH36_e24	GH36	3
PO115_RS02390	-	GH95(112-690)	GH95_e9	GH95	3
PO115_RS02905	3.2.1.40:1|3.2.1.40:1|3.2.1.-:1	CBM67(175-342)+GH78(366-883)	CBM67_e28+GH78_e2	GH78	3
PO115_RS08245	-	CE20(105-369)	CE20_e12	CE20	3
PO115_RS08345	-	PL11_1(72-689)	PL11_e3	PL11_1	3
PO115_RS10840	-	GH3(59-266)	GH3_e137	GH3	3
PO115_RS12425	-	GH105(52-362)	GH105_e43	GH105	3
PO115_RS12465	-	GH43_3(318-611)	GH43_e196	GH43_3	3
PO115_RS12935	-|-	CBM67(144-317)+GH78(348-856)	CBM67_e3+GH78_e29	GH78	3
PO115_RS14140	-	GT2(8-124)	GT2	GT2	3
PO115_RS14145	-	GT2(42-262)	GT2	GT2	3
PO115_RS14150	-	GT4(193-342)	GT4_e2150	GT4	3
PO115_RS14235	-	GT2(6-141)	GT2	-	2
PO115_RS14240	-	GT4(199-353)	GT4_e1713	GT4	3
PO115_RS14245	-	GT2(42-167)	GT2	GT2	3
PO115_RS15300	-|-	GT2(5-150)	GT2+GT2	GT2	3
PO115_RS19075	-	GH32(51-317)	GH32_e98	GH32	3
PO115_RS21690	-	GH108(9-97)	GH108_e40	GH108	3
PO115_RS23650	-	GT4(214-362)	GT4_e2216	GT4	3
PO115_RS23670	-	GT4(175-316)	GT4_e2050	GT4	3
PO115_RS23900	-	GT4(205-344)	GT4_e3072	-	2
PO115_RS23905	-|-	GT4(180-321)	GT4_e719+GT4_e3833	GT4	3
PO115_RS23910	-	GT4(207-312)	GT4_e3590	-	2
PO115_RS23925	-	GT4(214-320)	GT4_e3619	-	2
PO116_RS01690	-	GH88(71-395)	GH88_e24	GH88	3
PO116_RS02495	3.2.1.23:35	GH2(52-977)	GH2_e1	GH2	3
PO116_RS03625	-	GT4(186-329)	GT4_e3031	GT4	3
PO116_RS03815	-	GT51(56-244)	GT51_e160	GT51	3
PO116_RS04515	-	GH20(152-472)	GH20_e29	GH20	3
PO116_RS06575	-|-	CBM32(61-181)	CBM32_e205+CBM32_e205	CBM32	3
PO116_RS06580	-|-	GH136(306-614)	CBM32_e205+GH136_e33	GH136	3
PO116_RS06585	-|-|-	CBM67(43-216)+GH78(277-777)+GH136(805-1126)	CBM67_e8+GH78_e66+GH136_e33	CBM67+GH136+GH78	3
PO116_RS06590	3.2.1.21:20|3.2.1.-:6	GH3(97-315)	GH3_e1	GH3	3
PO116_RS06595	-	GH35(40-215)	GH35_e13	GH35	3
PO116_RS06600	-	CE1(55-280)	-	-	1
PO116_RS15235	3.2.1.31:1	GH2(30-617)	GH2_e122	GH2	3
PO116_RS16740	-	GH73(13-145)	GH73_e221	GH73	3
PO116_RS20910	-	GT4(190-343)	GT4_e1862	GT4	3
PO116_RS20925	-	GT4(224-362)	GT4_e100	GT4	3
PO116_RS20950	-	GT4(218-367)	GT4_e1086	GT4	3
PO116_RS22815	-	GT2(4-139)	GT2	GT2	3
PO116_RS22830	-	GT2(4-148)	GT2	GT2	3
PO116_RS22860	-	CE4(83-211)	CE4_e274	-	2
PO116_RS22870	-	GT2(9-171)	GT2	GT2	3
PO116_RS23045	-	GT5(6-237)	GT5_e28	GT5	3
PO116_RS23900	-	GT2(7-131)	GT2	-	2
PO116_RS23905	-	GT32(19-95)	GT32_e86	GT32	3
PO116_RS24110	-	GT51(31-178)	GT51_e108	GT51	3
PO118_RS10190	-	GT4(199-337)	GT4_e1117	GT4	3
PO118_RS10210	-	GT4(234-391)	GT4_e1566	GT4	3
PO118_RS10215	-	GT4(215-363)	GT4_e1088	GT4	3
PO118_RS10225	-	GT4(208-349)	GT4_e449	GT4	3
PO118_RS10255	-	GT4(216-367)	GT4_e2031	GT4	3
PO118_RS10265	-	GH105(92-272)	-	-	1
PO123_RS12075	-	GT14(8-255)	GT14_e59	GT14	3
PO123_RS24100	-	CE14(6-118)	CE14_e45	-	2
PO123_RS28060	-	GH179(28-212)	-	-	1
PO123_RS28080	-	GT56(180-344)	-	GT0	2
PO123_RS28280	-	GT2(5-135)	GT2	-	2
PO127_RS13150	-	GH73(17-142)	GH73_e221	GH73	3
Q4471_RS24400	-	CE20(262-388)	CE20_e20	CE20	3
QV442_RS10935	-	GT8(2-262)	GT8_e243	GT8	3
QV442_RS10940	-	GT4(179-339)	GT4_e1477	GT4	3
AMN54_RS20910	-	-	GT4_e3551	GT4	2
AMN54_RS20925	-	-	GT4_e2551	GT4	2
AMN54_RS20930	-	-	GT4_e3213	GT4	2
AMN54_RS26300	-	-	CBM50_e207	-	1
AMN54_RS26415	-	-	GH2_e159	GH2	2
AMN54_RS27290	-	-	GT2	GT2	2
AMN54_RS27455	3.2.1.22:11	-	GH36_e36	GH36	2
AMN69_RS13500	-	-	GH24_e203	-	1
AMN69_RS14620	-	-	GH24_e15	GH24	2
AMN69_RS19250	-	-	PL9_e6	PL9	2
AMN69_RS24465	-	-	PL9_e6	PL9	2
AMN69_RS30510	3.2.1.39:1|3.2.1.39:1	-	CBM56_e2+CBM56_e2	-	1
AYT46_RS13315	-	-	GH117_e0	GH117	2
BMY23_RS16345	-	-	GT2	GT2	2
BSIG_RS11140	-	-	GT4_e2321	GT0	2
C4S64_RS05490	-	-	GT4_e987	GT4	2
C799_RS15390	-	-	GT2	GT2	2
C799_RS20270	-	-	GT4_e116	GT4	2
C799_RS20275	-	-	GT2	-	1
DW640_RS02740	-	-	GT4_e2936	GT4	2
DW697_RS20730	-	-	GT4_e2936	GT4	2
DW780_RS23995	-	-	CBM32_e83	-	1
DWV24_RS21615	-	-	GT82_e1	-	1
